"","pcMean","pcSD","pcMax","pcMin"
"bluejoint reedgrass",0.45,2.01246117974981,9,0
"broad-leaved arrowhead",0.05,0.223606797749979,1,0
"Canada thistle",0.1,0.447213595499958,2,0
"Canada thistle ",0.75,3.35410196624968,15,0
"coast silverweed",8.7,9.95304766866596,33,0
"colonial bentgrass ",11.6,16.6745946056616,65,0
"common cattail",0.2,0.894427190999916,4,0
"common spike-rush",0.2,0.695852373938459,3,0
"common watercress",0.05,0.223606797749979,1,0
"Douglas' aster",1.25,3.49247310956758,15,0
"ground",4.55,8.76281017170081,29,0
"horehound",3.3,6.86792698364154,27,0
"jointed rush",0.2,0.695852373938459,3,0
"leaf litter",2.15,6.94546425260475,28,0
"log",1.25,5.59016994374947,25,0
"Lyngbye's sedge ",11.9,18.0347617555361,60,0
"marsh pea",0.65,1.63111198750713,5,0
"peppermint",0.25,1.11803398874989,5,0
"pointed rush",0.075,0.244680242464796,1,0
"purple-leaved willowherb ",0.6,2.23371298160944,10,0
"purple loosestrife ",7.3,7.91467657350304,25,0
"reed canarygrass ",45.6,33.531446356172,100,0
"rice cutgrass",0.1,0.447213595499958,2,0
"small bedstraw",1.55,3.80408367830927,15,0
"soft-stemmed bulrush ",0.35,1.56524758424985,7,0
"spotted touch-me-not",0.1,0.447213595499958,2,0
"spreading rush",3.9,6.45551579740351,20,0
"swamp horsetail",7.3,10.3165681768391,45,0
"tall fescue",2.5,7.91068564464681,32,0
"water-plantain ",0.3,0.978720969859186,4,0
"western dock",0.2,0.894427190999916,4,0
"woody debris",0.35,1.56524758424985,7,0
"yellow iris",2.85,5.86043828071803,20,0
