"","pcMean","pcSD","pcMax","pcMin"
"annual bluegrass",0.3,0.591607978309962,2,0
"bare ground",2,7.74596669241483,30,0
"black cottonwood",0.0333333333333333,0.129099444873581,0.5,0
"blue water speedwell ",0.2,0.560611910581388,2,0
"bog loosestrife",0.0666666666666667,0.258198889747161,1,0
"coastal pearlwort",0.733333333333333,1.30748759440532,5,0
"colonial bentgrass",5.4,5.42217668469038,15,0
"common dandelion",0.266666666666667,0.593616839704664,2,0
"common plantain",2.23333333333333,3.8352997026991,15,0
"common rush",0.533333333333333,1.12546286774228,3,0
"common sow-thistle ",0.0666666666666667,0.258198889747161,1,0
"common St. John's-wort ",0.7,2.57598802126762,10,0
"creeping buttercup",0.633333333333333,1.8367932719306,7,0
"field bindweed ",0.133333333333333,0.516397779494322,2,0
"fine fescue",0.266666666666667,0.776132045711909,3,0
"ground",27.2,27.4725837362061,87,0
"horehound",0.0333333333333333,0.129099444873581,0.5,0
"jointed rush",5.86666666666667,5.39664798961444,18,1
"large barnyard-grass ",0.0666666666666667,0.258198889747161,1,0
"lilaeopsis",0.1,0.280305955290694,1,0
"little western bitter-cress",0.333333333333333,0.617213399848368,2,0
"log",2.8,7.3988416081747,22,0
"Lyngbye's sedge",0.133333333333333,0.516397779494322,2,0
"nipplewort",0.0666666666666667,0.258198889747161,1,0
"persicaria",0.4,1.2983506020002,5,0
"purple-leaved willowherb",0.2,0.414039335605413,1,0
"purple loosestrife",0.233333333333333,0.562731433871138,2,0
"reed canarygrass",0.0666666666666667,0.258198889747161,1,0
"ribwort plantain",2,2.8784916685157,8,0
"riprap",23.6666666666667,26.9567554922076,83,0
"self-heal",1.5,1.42678459681701,5,0
"slender rush",2.33333333333333,4.13463881073524,16,0
"small bedstraw",0.3,0.797316929278619,3,0
"smooth cat's-ear",0.0666666666666667,0.258198889747161,1,0
"spring moss",1.93333333333333,3.36402536653139,10,0
"stalked birds-foot trefoil ",4.4,10.4183903335812,37,0
"tall fescue",0.933333333333333,1.79151438998513,6,0
"thyme-leaved speedwell",0.466666666666667,1.06009882737862,4,0
"traveler's joy",0.266666666666667,0.416904693916396,1,0
"western dock",0.133333333333333,0.351865775274498,1,0
"western lilaeopsis",0.2,0.316227766016838,1,0
"western St. John's-wort",3.4,2.29284601688444,7,0
"white clover",5.56666666666667,12.0784144339435,45,0
"woolgrass",1.46666666666667,3.88893424009837,12,0
"yellow iris",0.533333333333333,1.24594580635795,4,0
