"","pcMean","pcSD","pcMax","pcMin"
"arum-leaved arrowhead",1.07894736842105,3.0878937351046,12,0
"Asian knotweed ",0.157894736842105,0.501459857121279,2,0
"bare ground",5.78947368421053,17.6283513673237,64.5,0
"beaked sedge",0.736842105263158,2.30559959092732,9,0
"bog loosestrife",0.0263157894736842,0.114707866935281,0.5,0
"broad-leaved arrowhead",0.736842105263158,2.76570475774576,12,0
"Canadian waterweed",0.210526315789474,0.917662935482247,4,0
"common spike-rush",9.94736842105263,14.4201775463354,40,0
"cut-leaved water horehound",0.0526315789473684,0.229415733870562,1,0
"European forget-me-not ",0.421052631578947,1.00364831565667,4,0
"floating-leaved pondweed",0.0526315789473684,0.157650883821153,0.5,0
"ground",16.2894736842105,24.2173696786428,70,0
"hardhack",0.105263157894737,0.458831467741124,2,0
"horehound",0.105263157894737,0.315301767642306,1,0
"jointed rush",0.0263157894736842,0.114707866935281,0.5,0
"leaf litter",4.34210526315789,10.5699424885156,35.5,0
"log",9.23684210526316,18.8048223876015,53.5,0
"marsh cinquefoil",15.7368421052632,32.8766078698706,94,0
"marsh speedwell",0.105263157894737,0.458831467741124,2,0
"nodding beggarticks",0.105263157894737,0.458831467741124,2,0
"persicaria",0.157894736842105,0.501459857121279,2,0
"pigmyweed",0.0526315789473684,0.157650883821153,0.5,0
"pointed broom sedge",0.736842105263158,2.2995677193565,10,0
"pointed rush",1.57894736842105,4.10034943597202,15,0
"pond water-starwort",0.605263157894737,1.11279112755595,3,0
"purple loosestrife",0.763157894736842,1.6190568332334,5,0
"reed canarygrass",18.8421052631579,30.678010868979,100,0
"rice cutgrass",0.105263157894737,0.458831467741124,2,0
"small bedstraw",1.57894736842105,3.4651565536813,12,0
"small spike-rush",0.131578947368421,0.326688148237475,1,0
"spreading rush",0.0526315789473684,0.229415733870562,1,0
"swamp horsetail",2.44736842105263,4.02731898980128,15,0
"three-parted beggarticks",1.57894736842105,5.19952764386326,22,0
"unknown lichen",0.0526315789473684,0.157650883821153,0.5,0
"unknown moss 1",0.289473684210526,1.14644122630867,5,0
"unknown moss 2",0.157894736842105,0.688247201611685,3,0
"unknown moss 3",0.0263157894736842,0.114707866935281,0.5,0
"water-plantain",0.0789473684210526,0.25072992856064,1,0
"water mudwort",0.0263157894736842,0.114707866935281,0.5,0
"western lilaeopsis",0.0263157894736842,0.114707866935281,0.5,0
"wool-grass",5.78947368421053,18.8755542887514,80,0
"yellow iris",0.842105263157895,2.79410406818709,12,0
