"","pcMean","pcSD","pcMax","pcMin"
"bare ground",3,6.70820393249937,15,0
"broad-leaved arrowhead",4.4,9.83869910099907,22,0
"creeping bentgrass",5,11.1803398874989,25,0
"creeping bentgrass ",39,33.2415402771893,80,0
"Douglas' aster",1,2.23606797749979,5,0
"lady fern",2,4.47213595499958,10,0
"Lyngbye's sedge ",28.8,26.3286915740224,60,0
"nodding beggarticks",0.4,0.547722557505166,1,0
"purple-leaved willowherb",0.1,0.223606797749979,0.5,0
"Purple loostrife ",4,8.94427190999916,20,0
"reed canarygrass",2.4,1.81659021245849,5,0
"soft-stemmed bulrush",1,1.73205080756888,4,0
"water-parsnip",3.8,3.11448230047949,7,0
"water-plantain",1.9,1.51657508881031,3,0
"Yellow iris",6,13.4164078649987,30,0
