"","pcMean","pcSD","pcMax","pcMin"
"American bulrush",0.538461538461538,0.967417922046845,3,0
"Baltic rush ",66.1538461538462,24.0410972913958,90,3
"clustered dock",0.153846153846154,0.554700196225229,2,0
"coast silverweed",11,8.88819441731559,30,0
"common spike-rush",0.846153846153846,1.86396324383261,5,0
"creeping bentgrass",0.153846153846154,0.554700196225229,2,0
"Douglas' aster",2.92307692307692,8.36123533996361,30,0
"Lyngbye's sedge",24.6153846153846,24.2917628752988,95,3
"nodding beggarticks",0.153846153846154,0.375533808099405,1,0
"purple loosestrife",1.69230769230769,2.59437260831385,6,0
"reed canarygrass",0.153846153846154,0.554700196225229,2,0
"rock",2.69230769230769,7.25011052081984,25,0
"seaside arrow-grass",3.07692307692308,7.78311782494156,25,0
"tall fescue",1.61538461538462,4.19401282660695,15,0
"water-parsnip",0.153846153846154,0.554700196225229,2,0
"western lilaeopsis",1.38461538461538,1.64764789616701,6,0
"yellow iris",2.84615384615385,3.86967168818738,10,0
