"","pcMean","pcSD","pcMax","pcMin"
"beaked sedge",0.166666666666667,0.912870929175277,5,0
"blue water speedwell",0.0166666666666667,0.0912870929175277,0.5,0
"bog loosestrife",0.233333333333333,1.10432795395438,6,0
"broad-leaved arrowhead",0.733333333333333,2.86396558124826,15,0
"colonial bentgrass",4.00333333333333,7.37939738373849,25,0
"common cattail",8.93333333333333,15.913415146008,50,0
"common plantain",0.0166666666666667,0.0912870929175277,0.5,0
"common rush",1.46666666666667,6.78097405948454,37,0
"common silverweed",1.53333333333333,2.38867057721168,9,0
"common spike-rush",1.53333333333333,3.69979806842569,15,0
"Douglas' aster ",0.233333333333333,0.568320777155935,2,0
"emersed bur-reed",1.06666666666667,3.79594459947703,15,0
"European forget-me-not ",5.6,8.99942526900545,33,0
"ground",14.7633333333333,18.6759384813968,49,0
"horehound",1.6,3.86496197063862,16,0
"jointed rush",0.433333333333333,1.07264845715811,5,0
"lesser spearwort",0.1,0.380562197553694,2,0
"log",6.36666666666667,16.3548650008309,63,0
"Lyngbye's sedge ",23.6666666666667,31.8372297067804,92,0
"nodding beggarticks",1.51666666666667,5.213515812428,25,0
"pigmyweed",0.483333333333333,1.82644998295324,10,0
"pointed rush",0.333333333333333,0.791477593876918,3,0
"pond water-starwort",0.15,0.418330013267038,2,0
"purple-leaved willowherb",0.166666666666667,0.442043322368492,2,0
"purple loosestrife",2.33333333333333,3.43745428391753,12,0
"reed canarygrass",17.0666666666667,28.9969479170782,90,0
"shining willow",0.1,0.547722557505166,3,0
"slender rush",0.0666666666666667,0.365148371670111,2,0
"slough sedge",1,5.47722557505166,30,0
"small-flowered bulrush",1.56666666666667,6.03257441089528,30,0
"small bedstraw",1.18333333333333,2.26853793616419,7,0
"small spike-rush",0.0166666666666667,0.0912870929175277,0.5,0
"soft-stemmed bulrush",0.0166666666666667,0.0912870929175277,0.5,0
"spotted touch-me-not",0.666666666666667,1.51619608715781,7,0
"spreading rush",1.95,7.3956534298987,40,0
"springbank clover",0.683333333333333,3.64947642284747,20,0
"swamp horsetail",0.833333333333333,1.30868012828228,5,0
"Ussurian water-milfoil",0.9,4.55502753691665,25,0
"water-parsnip",0.0166666666666667,0.0912870929175277,0.5,0
"water-plantain",0.4,1.49366478259301,8,0
"water mudwort",0.0333333333333333,0.126854065851231,0.5,0
"western dock",0.0333333333333333,0.182574185835055,1,0
"western lilaeopsis",0.616666666666667,1.08025646167403,4,0
"yellow iris",0.15,0.511084040595795,2,0
"yellow marsh marigold",0.0333333333333333,0.182574185835055,1,0
"yellow monkey-flower",0.166666666666667,0.647719252365604,3,0
