"","pcMean","pcSD","pcMax","pcMin"
"Baltic rush ",1.55,4.72845993250798,15,0
"Canada thistle ",2.25,3.52175776818591,10,0
"coast silverweed",0.4,0.699205898780101,2,0
"ground",2.5,2.67706306736817,6,0
"Lyngbye's sedge ",91.6,6.05896947600094,100,85
"marshpepper smartweed",0.05,0.158113883008419,0.5,0
"perennial ryegrass",0.2,0.34960294939005,1,0
"purple loosestrife",0.8,1.75119007154183,5,0
"western dock",0.05,0.158113883008419,0.5,0
"western lilaeopsis",0.05,0.158113883008419,0.5,0
"yellow iris",0.8,1.75119007154183,5,0
