"","pcMean","pcSD","pcMax","pcMin"
"Baltic rush",7.53333333333333,16.2738469710789,55,0
"Bare ground ",0.8,1.69873902813654,5,0
"Bare ground at stems",25.2666666666667,25.092590444952,65,0
"Bare ground from above ",9.06666666666667,14.7234830247789,55,0
"bog loosestrife",0.333333333333333,1.29099444873581,5,0
"common silverweed",0.866666666666667,1.92230020944651,7,0
"common spike-rush",0.6,1.44172515708488,5,0
"creeping bentgrass",4.43333333333333,10.417818983883,37,0
"Douglas' aster",1.06666666666667,2.12019765475724,8,0
"European forget-me-not",2.53333333333333,4.01544636669568,15,0
"European forget-me-not ",0.366666666666667,1.28822506167355,5,0
"horehound",4.4,6.17367683915231,21,0
"jointed rush",0.966666666666667,1.77750493938099,6,0
"Lyngby's sedge",1.33333333333333,5.16397779494322,20,0
"Lyngbye's sedge",34.7666666666667,30.1335519376816,85,0
"nodding beggarticks",0.566666666666667,1.59089672227721,6,0
"Nootka rose",0.266666666666667,1.03279555898864,4,0
"Pacific water-parsley",0.0666666666666667,0.258198889747161,1,0
"Pacific water-parsley ",0.733333333333333,1.48644670591441,5,0
"pointed rush",0.0666666666666667,0.258198889747161,1,0
"purple-leaved willowherb",0.133333333333333,0.351865775274498,1,0
"purple loosestrife",8.06666666666667,8.9479979138725,26,0
"redtop",0.0666666666666667,0.258198889747161,1,0
"reed canarygrass",0.933333333333333,1.90737915425729,7,0
"rough bluegrass",0.6,1.84390889145858,7,0
"small-flowered bulrush",0.666666666666667,1.67616341969505,6,0
"small bedstraw",2.96666666666667,5.37343554197959,17,0
"soft-stemmed bulrush",2,6.49175301000101,25,0
"springbank clover",0.466666666666667,1.35576371027375,5,0
"swamp horsetail",10.5,9.60468635614927,30,0
"water-parsnip",0.0666666666666667,0.258198889747161,1,0
"water-parsnip ",0.0666666666666667,0.258198889747161,1,0
"water-plantain",0.233333333333333,0.776132045711909,3,0
"water mint",6.86666666666667,10.6225277235739,35,0
"western lilaeopsis",0.1,0.280305955290694,1,0
"yellow iris",0.266666666666667,1.03279555898864,4,0
"yellow monkey-flower",0.566666666666667,0.883715101688537,3,0
