"","pcMean","pcSD","pcMax","pcMin"
"Baltic rush ",0.525,2.23297653604473,10,0
"Canada thistle ",0.025,0.111803398874989,0.5,0
"coast silverweed",2.5,4.99736772816713,15,0
"colonial bentgrass ",0.15,0.461690258438319,2,0
"common cattail",0.6,2.68328157299975,12,0
"common horsetail",0.05,0.223606797749979,1,0
"common rush",0.05,0.223606797749979,1,0
"common spike-rush",0.5,1.03872391347319,4,0
"ground",14.25,20.433138718629,56,0
"Himalayan blackberry ",2,7.17451630498714,32,0
"horehound",0.425,0.990414586237288,4,0
"lesser cattail",36.7,24.5058532213278,80,0
"log",1,4.47213595499958,20,0
"Lyngbye's sedge ",7.775,20.5038346862753,85,0
"organic litter",5.7,15.4250309220879,61.5,0
"persicaria",0.05,0.153896752812773,0.5,0
"pigmyweed",0.05,0.153896752812773,0.5,0
"pointed rush",0.125,0.455232734000163,2,0
"pond water-starwort",0.125,0.22213082915966,0.5,0
"purple-leaved willowherb",0.375,1.17959627348557,5,0
"purple loosestrife",3.325,4.31116970328545,15,0
"reed canarygrass",4.25,8.39721131654651,27,0
"rice cutgrass",0.1,0.307793505625546,1,0
"small-flowered bulrush",0.85,2.73909320377153,11,0
"soft-stemmed bulrush",0.1,0.261574181890298,1,0
"spreading rush",0.6,2.25715237458734,10,0
"swamp horsetail",0.05,0.223606797749979,1,0
"water-parsnip",0.05,0.153896752812773,0.5,0
"water-plantain",0.2,0.49736145915484,2,0
"western dock",0.15,0.670820393249937,3,0
"western lilaeopsis",0.275,0.34316637057663,1,0
"wood debris",11.65,25.6725841891183,84,0
