"","pcMean","pcSD","pcMax","pcMin"
"bare ground",7.1,12.2152000029108,40,0
"broad-leaved arrowhead",1.8,4.23739962188552,13,0
"common cattail ",3,5.03322295684717,13,0
"common spike-rush",5.2,6.98888005652153,20,0
"common spike rush",3,9.48683298050514,30,0
"creeping bentgrass",12.7,12.3202633449488,35,0
"flowering quillwort",0.1,0.316227766016838,1,0
"lesser cattail",4.5,12.5720147770974,40,0
"Lyngbye's sedge",48.2,37.7294462073208,95,0
"nodding beggarticks",0.3,0.948683298050514,3,0
"purple-leaved willowherb",0.1,0.316227766016838,1,0
"purple loosestrife",3.8,4.07703596037884,10,0
"reed canarygrass ",17.3,30.3682948703633,100,0
"rock",3,6.74948557710553,20,0
"soft-stemmed bulrush ",2.4,4.32563418600222,13,0
"tapered rush",1,3.16227766016838,10,0
"water-parsnip",1.5,2.41522945769824,7,0
"water-plantain",1.75,2.17626080953343,6,0
"western lilaeopsis",2.4,4.11501316320292,10,0
