"","pcMean","pcSD","pcMax","pcMin"
"Baltic rush ",13.7,27.1832959544528,77,0
"broad-leaved arrowhead",1.95,5.84425043593229,25,0
"coast silverweed",1.05,2.18788530441227,8,0
"colonial bentgrass",5.75,17.3989564115359,75,0
"common horsetail",0.15,0.489360484929593,2,0
"common spike-rush",1.95,2.81864095657912,10,0
"Douglas' aster",1.825,3.82262998470948,15,0
"field mint",0.15,0.670820393249937,3,0
"ground",23.725,31.1167051935976,93,0
"horehound",0.25,0.910465468000326,4,0
"jointed rush",0.75,3.35410196624968,15,0
"log",0.75,3.35410196624968,15,0
"Lyngbye's sedge ",3.575,8.06433832571395,35,0
"nodding beggarticks",0.15,0.670820393249937,3,0
"nodding beggarticks ",0.05,0.223606797749979,1,0
"purple loosestrife ",9.4,10.7966856512835,35,0
"reed canarygrass ",26.35,28.7901207470823,90,0
"slough sedge",1,1.94665705356915,7,0
"small bedstraw",0.25,1.11803398874989,5,0
"small bedstraw ",0.075,0.244680242464796,1,0
"soft-stemmed bulrush",0.15,0.670820393249937,3,0
"soft-stemmed bulrush ",0.45,1.14593101656986,4,0
"spreading rush",8.8,14.9300121620143,47,0
"swamp horsetail",4.825,4.09516724162056,15,0
"water-parsnip",0.25,0.786397515657049,3,0
"water-plantain",0.75,1.48235232689554,5,0
"western dock",0.2,0.894427190999916,4,0
"western lilaeopsis",1.65,3.43779304970959,12,0
"wood debris",1,4.47213595499958,20,0
"woody debris",1.5,4.89360484929593,20,0
"yellow iris",2.2,7.88469536841035,35,0
