"","pcMean","pcSD","pcMax","pcMin"
"Baltic rush",58.1733333333333,26.5032468810539,100,0
"Baltic rush ",6.66666666666667,25.8198889747161,100,0
"common silverweed",0.133333333333333,0.516397779494322,2,0
"ground",9.73333333333333,12.3199412490869,43,0
"log",7.66666666666667,17.2032665779607,55,0
"Lyngbye's sedge",13.4266666666667,15.2095583981477,42,0
"purple loosestrife",0.133333333333333,0.516397779494322,2,0
"riprap",4.2,5.65937906740408,17,0
"soft-stemmed bulrush ",0.0666666666666667,0.258198889747161,1,0
"spreading rush",0.2,0.774596669241483,3,0
"western lilaeopsis",0.1,0.280305955290694,1,0
