"","pcMean","pcSD","pcMax","pcMin"
"Baltic rush ",2.06896551724138,7.13608052926794,30,0
"bluegrass",0.0689655172413793,0.371390676354104,2,0
"broad-leaved arrowhead",0.0689655172413793,0.371390676354104,2,0
"clustered dock",0.0517241379310345,0.204626296409494,1,0
"coast silverweed",1.51724137931034,2.58596057940306,10,0
"colonial bentgrass",5.12068965517241,7.24403100639933,30,0
"common cattail",0.344827586206897,1.51836053663543,8,0
"common spike-rush",2.98275862068966,7.08681214679357,35,0
"creeping bentgrass",0.517241379310345,2.78543007265578,15,0
"Douglas' aster",0.482758620689655,1.6609095970748,8,0
"European forget-me-not ",0.431034482758621,1.41877800747078,6,0
"flowering quillwort",0.0517241379310345,0.154967023347302,0.5,0
"ground",8.03448275862069,13.8363722501361,47,0
"horehound",1.44827586206897,6.86391291411909,37,0
"jointed rush",0.431034482758621,1.4250572540568,6,0
"Log",0.896551724137931,3.44699483594257,16,0
"Lyngbye's sedge ",50.7586206896552,31.6246458731317,100,0
"pointed rush",1.12068965517241,2.69806535322003,10,0
"pond water-starwort",0.362068965517241,1.33561483784581,7,0
"purple-leaved willowherb",0.189655172413793,0.38761618312284,1,0
"purple loosestrife",5.51724137931035,8.46260973617465,35,0
"reed canarygrass",1.10344827586207,2.71694192043459,10,0
"rice cutgrass",0.206896551724138,0.773642144332691,4,0
"skunk cabbage",0.241379310344828,1.29986736723936,7,0
"small-flowered bulrush",1.10344827586207,3.95821774094466,20,0
"small bedstraw",9.17241379310345,20.8687547809728,90,0
"soft-stemmed bulrush",3.20689655172414,9.74818411787852,40,0
"spotted touch-me-not",1.20689655172414,3.27740435563646,13,0
"springbank clover",0.0172413793103448,0.0928476690885259,0.5,0
"swamp horsetail",4.20689655172414,4.5188439604523,17,0
"tall fescue",2,7.55456342692472,33,0
"water-plantain",0.206896551724138,0.559292304411029,2,0
"water mint",0.137931034482759,0.515761429555127,2,0
"water mudwort",0.0344827586206897,0.128940357388782,0.5,0
"western fescue",0.413793103448276,1.21058549527876,5,0
"western lilaeopsis",0.0862068965517241,0.269555371903747,1,0
"yellow iris",1.72413793103448,4.58176940029051,22,0
