"","pcMean","pcSD","pcMax","pcMin"
"American bulrush",5,8.66025403784439,15,0
"Baltic rush",0.333333333333333,0.577350269189626,1,0
"clustered dock",0.333333333333333,0.577350269189626,1,0
"coast silverweed",0.333333333333333,0.577350269189626,1,0
"colonial bentgrass",2,2.64575131106459,5,0
"flowering quillwort",0.166666666666667,0.288675134594813,0.5,0
"horehound",1.33333333333333,2.3094010767585,4,0
"Lynbye's sedge",77,28.1602556806574,98,45
"pigmyweed",0.166666666666667,0.288675134594813,0.5,0
"pond-water starwort",0.833333333333333,0.288675134594813,1,0.5
"small spike-rush",0.166666666666667,0.288675134594813,0.5,0
"water mudwort",0.166666666666667,0.288675134594813,0.5,0
