"","pcMean","pcSD","pcMax","pcMin"
"Baltic rush",50,52.704627669473,100,0
"Bare ground ",4.4,5.39958846168442,12,0
"bog loosestrife",0.1,0.316227766016838,1,0
"broad-leaved arrowhead",0.3,0.948683298050514,3,0
"common silverweed ",2.1,4.1217579852399,12,0
"common spike-rush",3.1,3.81371792932362,10,0
"creeping bentgrass",11.8,18.2257449169513,50,0
"Douglas' aster",0.4,0.966091783079296,3,0
"European forget-me-not ",0.3,0.674948557710553,2,0
"horehound",10.3,17.5818719771878,55,0
"jointed rush",4,7.34846922834953,23,0
"Log",1,3.16227766016838,10,0
"Lyngbye’s sedge",8,13.6544660988427,40,0
"marshpepper smartweed",0.2,0.34960294939005,1,0
"nodding beggarticks",0.7,1.56702123647242,5,0
"pigmyweed",0.1,0.316227766016838,1,0
"pointed rush",0.7,2.21359436211787,7,0
"pond water-starwort",0.1,0.316227766016838,1,0
"purple-leaved willowherb",0.15,0.337474278855276,1,0
"purple loosestrife",3.6,6.65331997326648,20,0
"reed canarygrass",6.2,15.8450833594105,50,0
"soft-stemmed bulrush",8.4,15.5363373347059,40,0
"water-plantain",0.2,0.632455532033676,2,0
"water mudwort",0.05,0.158113883008419,0.5,0
"western lilaeopsis",0.3,0.674948557710553,2,0
"yellow iris",0.2,0.632455532033676,2,0
"yellow monkey-flower",0.1,0.316227766016838,1,0
