"","pcMean","pcSD","pcMax","pcMin"
"Baltic rush",6.6,23.6637154430877,92,0
"Baltic rush ",7.6,17.4224813715744,55,0
"bare ground",3.33333333333333,8.99735410842437,30,0
"broad-leaved arrowhead",0.0666666666666667,0.258198889747161,1,0
"common spike-rush",2.4,4.40454310910905,13,0
"creeping bentgrass",1.16666666666667,3.86221007541882,15,0
"Douglas' aster",1.46666666666667,5.15290024669418,20,0
"ground",4.73333333333333,7.23549452023709,23,0
"log",0.533333333333333,2.06559111797729,8,0
"Lyngbye's sedge ",63.4,29.899354985876,100,4
"pigmyweed",0.0333333333333333,0.129099444873581,0.5,0
"pointed rush",5.5,7.32168989080682,24,0
"purple loosestrife",2,3.3166247903554,10,0
"reed canarygrass ",2.33333333333333,9.03696114115064,35,0
"rock",0.8,3.09838667696593,12,0
"soft-stemmed bulrush",2.2,2.54109087935533,6,0
"spreading rush",0.133333333333333,0.516397779494322,2,0
"tall fescue",0.133333333333333,0.516397779494322,2,0
"water-parsnip",0.0666666666666667,0.258198889747161,1,0
"water mudwort",0.833333333333333,1.98805959477601,7,0
"water plantain",0.0666666666666667,0.258198889747161,1,0
