"","pcMean","pcSD","pcMax","pcMin"
"Baltic rush ",57.5,24.1679727964699,95,20
"bare ground",3.33333333333333,11.5470053837925,40,0
"coast silverweed",1.875,2.71464881371756,10,0
"common spike-rush",0.166666666666667,0.577350269189626,2,0
"creeping bentgrass",0.583333333333333,1.16450015288132,3,0
"Douglas' aster",0.0416666666666667,0.144337567297406,0.5,0
"horehound",0.416666666666667,1.44337567297406,5,0
"log",1.66666666666667,5.77350269189626,20,0
"Lyngbye's sedge ",31.25,18.7234660738385,55,5
"purple loosestrife",0.458333333333333,0.782139644975515,2,0
"reed canarygrass",0.166666666666667,0.577350269189626,2,0
"rock",5.83333333333333,13.7895436890245,40,0
"western lilaeopsis",0.166666666666667,0.246182981958665,0.5,0
"yellow iris",0.75,2.59807621135332,9,0
