"","pcMean","pcSD","pcMax","pcMin"
"bare ground",1,2.3094010767585,7,0
"Bare ground ",0.9,1.66332999331662,5,0
"bog loosestrife",0.2,0.632455532033676,2,0
"broad-leaved arrowhead",1.6,2.91356978445495,7,0
"common silverweed",0.7,1.63639169448448,5,0
"common spike-rush",6.65,9.59180784720888,30,0
"creeping bentgrass",24.5,12.9120959654977,45,8
"Douglas' aster",0.65,1.33437459341654,4,0
"European forget-me-not ",9.1,10.4928547116597,30,0
"horehound",11.2,16.3285707342138,50,0
"jointed rush",0.2,0.632455532033676,2,0
"Lyngbye’s sedge",26.4,25.0075544141721,87,0
"marshpepper smartweed",0.5,0.849836585598797,2,0
"nodding beggarticks",1.1,1.44913767461894,3,0
"northern starwort",0.2,0.632455532033676,2,0
"Pacific water-parsley",0.3,0.948683298050514,3,0
"pointed rush",0.4,0.966091783079296,3,0
"purple loosestrife",4,6.71648055986996,20,0
"reed canarygrass",1.5,4.74341649025257,15,0
"rice cutgrass",0.7,1.63639169448448,5,0
"small-flowered bulrush",0.4,1.26491106406735,4,0
"small bedstraw",5.6,6.20394139953698,15,0
"small spike-rush",0.2,0.632455532033676,2,0
"soft-stemmed bulrush",13,19.4307888557196,55,0
"swamp horsetail",10.9,17.9780730644614,60,0
"unidentified algae",0.7,2.21359436211787,7,0
"western lilaeopsis",0.6,0.843274042711568,2,0
"yellow monkey-flower",0.3,0.674948557710553,2,0
