"","pcMean","pcSD","pcMax","pcMin"
"Baltic rush ",58.8,33.7632278604335,90,0
"bare ground",1.5,3.37474278855276,10,0
"clustered dock",0.2,0.632455532033676,2,0
"coast silverweed",5.8,8.02496105909555,20,0
"common dandelion",0.2,0.34960294939005,1,0
"common horsetail",0.4,0.966091783079296,3,0
"common sow thistle",0.2,0.632455532033676,2,0
"common spike-rush",1.5,2.32139804619735,7,0
"common watercress",0.01,0.0316227766016838,0.1,0
"creeping bentgrass",1.8,2.78088714861523,8,0
"hairy cat's ear",0.1,0.316227766016838,1,0
"horehound",2.25,6.25055553086639,20,0
"log",0.7,2.21359436211787,7,0
"Lyngbye's sedge",32.6,32.731907640371,90,2
"Mustard",0.1,0.316227766016838,1,0
"Pacific water-parsley",0.1,0.316227766016838,1,0
"pond water-starwort",0.25,0.263523138347365,0.5,0
"purple-leaved willowherb",0.6,0.966091783079296,2,0
"purple loosestrife",0.8,0.918936583472681,2,0
"purplestem beggarticks",0.1,0.316227766016838,1,0
"reed canarygrass",0.4,1.26491106406735,4,0
"ribwort plantain",0.3,0.948683298050514,3,0
"springbank clover",0.1,0.316227766016838,1,0
"Vancouver Island beggarticks ",0.2,0.34960294939005,1,0
"water-plantain",0.3,0.674948557710553,2,0
"western lilaeopsis",0.85,1.10679718105893,3,0
"willow weed",2.7,3.8020462326957,10,0
"yellow iris",0.4,1.26491106406735,4,0
