"","pcMean","pcSD","pcMax","pcMin"
"Asian knotweed",0.108695652173913,0.259217429756041,1,0
"Baltic rush ",0.282608695652174,0.863740372351576,3,0
"birds-foot trefoil",10.6521739130435,19.2462716475689,72,0
"blue water speedwell",0.0217391304347826,0.104257207028537,0.5,0
"bog loosestrife",0.652173913043478,1.02729546303848,3,0
"Bolander's rush",0.0869565217391304,0.41702882811415,2,0
"bractless hedge-hyssop",0.0434782608695652,0.144052032760015,0.5,0
"broad-leaved arrowhead",0.173913043478261,0.834057656228299,4,0
"colonial bentgrass",0.521739130434783,1.75472259442888,7,0
"common dandelion",0.0217391304347826,0.104257207028537,0.5,0
"common horsetail",0.0869565217391304,0.28810406552003,1,0
"common plantain",0.0434782608695652,0.208514414057075,1,0
"common rush",0.304347826086957,0.764840007553312,3,0
"common spike-rush",2.5,11.4524709521173,55,0
"creeping bentgrass",0.934782608695652,1.72089001699495,5,0
"Douglas' aster",0.195652173913043,0.835832878505335,4,0
"European forget-me-not ",2.23913043478261,5.26538776353606,21,0
"European water-purslane",0.0869565217391304,0.245513095051765,1,0
"field mint",0.0869565217391304,0.41702882811415,2,0
"fine fescue",0.108695652173913,0.299868218750505,1,0
"flowering quillwort",0.152173913043478,0.629479991174094,3,0
"ground",25.5869565217391,29.1647561956648,89.5,0
"Ground ",4.65217391304348,18.5952308051192,88,0
"horehound",0.0869565217391304,0.41702882811415,2,0
"inflated sedge",0.304347826086957,1.45960089839952,7,0
"jointed rush",3.58695652173913,9.94605012271094,47,0
"lesser spearwort",0.108695652173913,0.425241154553145,2,0
"little western bitter-cress",0.0434782608695652,0.144052032760015,0.5,0
"log",2.82608695652174,7.62562768750603,35,0
"marsh yellow cress",0.0434782608695652,0.208514414057075,1,0
"marshpepper smartweed",0.956521739130435,3.10758984174326,15,0
"moss",1.43478260869565,4.86944169803817,20,0
"narrow-leaved bur-reed",0.0217391304347826,0.104257207028537,0.5,0
"nodding beggarticks",0.717391304347826,1.62945952386702,7,0
"Pacific water-parsley",1.69565217391304,7.70734468253081,37,0
"pigmyweed",0.521739130434783,0.832278647470649,3,0
"pointed broom sedge",0.58695652173913,1.52741741268364,7,0
"pointed rush",0.391304347826087,0.825124257021748,3,0
"pond water-starwort",0.108695652173913,0.299868218750505,1,0
"purple loosestrife",0.847826086956522,1.36043761850149,5,0
"red clover",0.0434782608695652,0.208514414057075,1,0
"reed canarygrass",15.3478260869565,15.2034945015706,55,0
"rice cutgrass",0.652173913043478,3.12771621085612,15,0
"rock",2.60869565217391,12.5108648434245,60,0
"self-heal",0.173913043478261,0.834057656228299,4,0
"shining willow",0.565217391304348,1.92651562427946,8,0
"slender rush",0.173913043478261,0.650326764931116,3,0
"slough sedge",12.8695652173913,22.2083202013571,75,0
"small bedstraw",0.282608695652174,0.496031683292549,2,0
"small spike-rush",0.260869565217391,0.497026732804715,2,0
"soft-stemmed bulrush",0.130434782608696,0.625543242171224,3,0
"spreading rush",0.0434782608695652,0.208514414057075,1,0
"three-parted beggarticks",0.608695652173913,1.1073773453436,4,0
"water-parsnip",0.217391304347826,0.671262158456362,3,0
"water-plantain",0.130434782608696,0.344350221575091,1,0
"water mudwort",0.130434782608696,0.270411777931858,1,0
"western dock",0.521739130434783,1.3097385310675,6,0
"western fescue",0.478260869565217,1.87978638093393,9,0
"western lilaeopsis",1.02173913043478,4.79222443336733,23,0
"western St. John's-wort",0.0869565217391304,0.245513095051765,1,0
"wool-rush",0.130434782608696,0.625543242171224,3,0
"yellow iris",0.391304347826087,1.499670583064,7,0
