"","pcMean","pcSD","pcMax","pcMin"
"Baltic rush",11.1818181818182,30.2549770511173,100,0
"bare ground",38.3636363636364,25.7187586297346,66,0
"broad-leaved arrowhead",0.454545454545455,1.50755672288882,5,0
"common cattail",1.72727272727273,3.22772083956804,8,0
"creeping bentgrass",2.45454545454545,6.02268439092796,20,0
"European forget-me-not",1.68181818181818,3.14859275925553,10,0
"European forget-me-not ",0.727272727272727,2.41209075662211,8,0
"horehound",0.0909090909090909,0.301511344577764,1,0
"jointed rush",0.0454545454545455,0.150755672288882,0.5,0
"lady fern",0.181818181818182,0.603022689155527,2,0
"lesser cattail",6.36363636363636,15.3380098270455,50,0
"log",0.909090909090909,3.01511344577764,10,0
"Lyngbye’s sedge",10.8181818181818,19.0935496009421,60,0
"nodding beggarticks",1.36363636363636,1.96329963442809,5,0
"Pacific water-parsley",0.772727272727273,2.09001957363605,7,0
"purple-leaved willowherb",0.363636363636364,1.20604537831105,4,0
"purple loosestrife",13.0909090909091,16.8134145577544,55,0
"reed canarygrass ",2.72727272727273,6.06779876216918,20,0
"reedcanary grass",0.272727272727273,0.904534033733291,3,0
"small bedstraw",0.454545454545455,1.50755672288882,5,0
"soft-stemmed bulrush",2.72727272727273,4.90083480829356,14,0
"swamp horsetail",8.86363636363636,11.4151016401321,40,0
"water-plantain",0.590909090909091,0.889330698283316,3,0
"water mint",0.363636363636364,1.20604537831105,4,0
"western lilaeopsis",0.0454545454545455,0.150755672288882,0.5,0
