Site_Number,COMMUNITY,PLOT,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH_CM,COMMENTS
Ref5,1,1,AGROSTO,0.1,E,,
Ref5,1,2,AGROSTO,0.1,E,,
Ref5,1,3,AGROSTO,0.1,E,,
Ref5,1,4,AGROSTO,0.1,E,,
Ref5,1,5,AGROSTO,0.1,E,,
Ref5,1,10,AGROSTO,0.1,E,,
Ref5,1,12,AGROSTO,0.1,E,,
Ref5,1,13,AGROSTO,0.1,E,,
Ref5,1,16,AGROSTO,0.1,E,,
Ref5,1,17,AGROSTO,0.1,E,,
Ref5,1,1,CALLSTA,0.1,E,,
Ref5,1,3,CALLSTA,0.1,E,,
Ref5,1,4,CALLSTA,0.1,E,,
Ref5,1,15,CALLSTA,0.1,E,,
Ref5,1,17,CALLSTA,40,E,,
Ref5,1,3,LOTUCOR,1,E,,
Ref5,1,5,LOTUCOR,1,E,,
Ref5,1,7,LOTUCOR,77,E,,
Ref5,1,10,LOTUCOR,35,E,,
Ref5,1,13,LOTUCOR,85,E,,
Ref5,1,16,LOTUCOR,5,E,,
Ref5,1,20,LOTUCOR,1,E,,
Ref5,1,7,LYCOEUR,1,E,,
Ref5,1,10,LYCOEUR,1,E,,
Ref5,1,13,LYCOEUR,4,E,,
Ref5,1,16,LYCOEUR,1,E,,
Ref5,1,20,LYCOEUR,0.1,E,,
Ref5,1,1,LYSINUM,1,E,,
Ref5,1,5,LYSITER,0.1,E,,
Ref5,1,6,LYSITER,0.1,E,,
Ref5,1,7,LYSITER,0.1,E,,
Ref5,1,10,LYSITER,1,E,,
Ref5,1,16,LYSITER,0.1,E,,
Ref5,1,20,LYSITER,0.1,E,,
Ref5,1,13,MENTPIP,1,E,,
Ref5,1,16,MENTPIP,4,E,,
Ref5,1,1,MYOSSCO,0.1,E,,
Ref5,1,3,MYOSSCO,25,E,,
Ref5,1,4,MYOSSCO,5,E,,
Ref5,1,5,MYOSSCO,2,E,,
Ref5,1,7,MYOSSCO,1,E,,
Ref5,1,8,MYOSSCO,0.1,E,,
Ref5,1,9,MYOSSCO,0.1,E,,
Ref5,1,10,MYOSSCO,10,E,,
Ref5,1,12,MYOSSCO,0.1,E,,
Ref5,1,15,MYOSSCO,2,E,,
Ref5,1,20,MYOSSCO,0.1,E,,
Ref5,1,1,SCIRCYP,1,E,,
Ref5,1,15,VEROAQU,3,E,,
Ref5,1,10,IMPAGLA,0.1,I,,
Ref5,1,2,IRISPSE,2,I,,
Ref5,1,7,IRISPSE,4,I,,
Ref5,1,8,IRISPSE,0.1,I,,
Ref5,1,10,IRISPSE,1,I,,
Ref5,1,12,IRISPSE,2,I,,
Ref5,1,13,IRISPSE,3,I,,
Ref5,1,16,IRISPSE,1,I,,
Ref5,1,1,LYTHSAL,2,I,,
Ref5,1,2,LYTHSAL,4,I,,
Ref5,1,3,LYTHSAL,3,I,,
Ref5,1,4,LYTHSAL,15,I,,
Ref5,1,6,LYTHSAL,5,I,,
Ref5,1,8,LYTHSAL,0.1,I,,
Ref5,1,9,LYTHSAL,3,I,,
Ref5,1,10,LYTHSAL,4,I,,
Ref5,1,11,LYTHSAL,1,I,,
Ref5,1,12,LYTHSAL,4,I,,
Ref5,1,13,LYTHSAL,1,I,,
Ref5,1,14,LYTHSAL,3,I,,
Ref5,1,15,LYTHSAL,1,I,,
Ref5,1,16,LYTHSAL,2,I,,
Ref5,1,18,LYTHSAL,4,I,,
Ref5,1,20,LYTHSAL,6,I,,
Ref5,1,5,LYTHSLA,5,I,,
Ref5,1,14,ALISTRI,0.1,N,,
Ref5,1,19,ALISTRI,1,N,,
Ref5,1,4,CARELYN,0.1,N,62,
Ref5,1,9,CARELYN,0.1,N,57,
Ref5,1,4,CRASSAQU,0.1,N,,
Ref5,1,3,CRASSAQU,0.1,N,,
Ref5,1,15,CRASSAQU,1,N,,
Ref5,1,17,CRASSAQU,30,N,,at marsh edge
Ref5,1,3,ELEOPAL,0.1,N,,
Ref5,1,11,ELEOPAL,0.1,N,,
Ref5,1,12,ELEOPAL,0.1,N,,
Ref5,1,19,ELEOPAL,0.1,N,,
Ref5,1,3,ELEOPAR,0.1,N,,
Ref5,1,4,ELEOPAR,0.1,N,,
Ref5,1,15,ELEOPAR,3,N,,
Ref5,1,17,ELEOPAR,0.1,N,,
Ref5,1,4,EQUIFLU,0.1,N,,
Ref5,1,10,EQUIFLU,0.1,N,,
Ref5,1,15,EQUIFLU,0.1,N,,
Ref5,1,20,EQUIFLU,0.1,N,,
Ref5,1,10,GALITRI,0.1,N,,
Ref5,1,3,JUNCART,0.1,N,,
Ref5,1,10,JUNCART,0.1,N,,
Ref5,1,2,JUNCEFF,1,N,,
Ref5,1,5,JUNCEFF,1,N,,
Ref5,1,13,JUNCEFF,0.1,N,,
Ref5,1,2,JUNCOXY,0.1,N,,
Ref5,1,10,LEERORY,1,N,,
Ref5,1,11,LEERORY,0.1,N,,
Ref5,1,20,LEERORY,0.1,N,,
Ref5,1,1,LILLOCC,0.1,N,,
Ref5,1,17,LILLOCC,0.1,N,,
Ref5,1,3,LIMOAQU,0.1,N,,
Ref5,1,15,LIMOAQU,0.1,N,,
Ref5,1,17,LIMOAQU,0.1,N,,
Ref5,1,15,POTONAT,7,N,,
Ref5,1,16,SALISIT,1,N,,
Ref5,1,5,SCIRMIC,2,N,,
Ref5,1,12,SCIRMIC,10,N,,
Ref5,1,4,TRIGSCH,0.1,N,,
Ref5,1,1,TYPHLAT,4,N,,
Ref5,1,2,TYPHLAT,4,N,,
Ref5,1,3,TYPHLAT,2,N,,
Ref5,1,4,TYPHLAT,1,N,,
Ref5,1,5,TYPHLAT,2,N,,
Ref5,1,6,TYPHLAT,7,N,,
Ref5,1,8,TYPHLAT,5,N,,
Ref5,1,9,TYPHLAT,4,N,,
Ref5,1,10,TYPHLAT,0.1,N,,
Ref5,1,11,TYPHLAT,6,N,,
Ref5,1,13,TYPHLAT,0.1,N,,
Ref5,1,14,TYPHLAT,2,N,,
Ref5,1,15,TYPHLAT,0.1,N,,
Ref5,1,18,TYPHLAT,2,N,,
Ref5,1,19,TYPHLAT,2,N,,
Ref5,1,20,TYPHLAT,2,N,,
Ref5,1,17,ALGAE,28,S,,
Ref5,1,1,LITTER,46,S,,
Ref5,1,2,LITTER,87,S,,
Ref5,1,3,LITTER,3,S,,
Ref5,1,4,LITTER,1,S,,
Ref5,1,5,LITTER,80,S,,
Ref5,1,6,LITTER,45,S,,
Ref5,1,7,LITTER,17,S,,
Ref5,1,8,LITTER,60,S,,
Ref5,1,9,LITTER,43,S,,
Ref5,1,11,LITTER,50,S,,
Ref5,1,12,LITTER,81,S,,
Ref5,1,14,LITTER,45,S,,
Ref5,1,16,LITTER,45,S,,
Ref5,1,18,LITTER,50,S,,
Ref5,1,19,LITTER,92,S,,
Ref5,1,20,LITTER,40,S,,
Ref5,1,6,LOG,3,S,,
Ref5,1,1,MUD,46,S,,
Ref5,1,2,MUD,2,S,,
Ref5,1,3,MUD,64,S,,
Ref5,1,4,MUD,73,S,,
Ref5,1,5,MUD,7,S,,
Ref5,1,6,MUD,40,S,,
Ref5,1,8,MUD,18,S,,
Ref5,1,9,MUD,50,S,,
Ref5,1,10,MUD,30,S,,
Ref5,1,11,MUD,43,S,,
Ref5,1,12,MUD,5,S,,
Ref5,1,13,MUD,6,S,,
Ref5,1,14,MUD,50,S,,
Ref5,1,15,MUD,82,S,,
Ref5,1,16,MUD,40,S,,
Ref5,1,17,MUD,1,S,,
Ref5,1,18,MUD,44,S,,
Ref5,1,19,MUD,5,S,,
Ref5,1,20,MUD,51,S,,
Ref5,1,8,WOOD,7,S,,
Ref5,1,10,WOOD,20,S,,
Ref5,1,1,GLYCSP,0.1,U,,
Ref5,1,5,GLYCSP,0.1,U,,
Ref5,1,12,GLYCSP,0.1,U,,
Ref5,1,14,GLYCSP,0.1,U,,
Ref5,1,19,GLYCSP,0.1,U,,
Ref5,1,15,PERSSP,1,U,,
Ref5,1,17,PERSSP,1,U,,
Ref5,1,10,RUMESP,0.1,U,,
