Site_Number,COMMUNITY,PLOT,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH_CM,COMMENTS
09-016,1,17,ELEOPAL,15,N,,
09-016,1,17,MUD,85,N,,
09-016,1,2,SCHOTAB,1,N,,moved to 0486871 5441153
09-016,1,2,ELEOPAL,10,N,,b/c in mudflats
09-016,1,2,ROCK,2,N,,
09-016,1,2,MUD,88,N,,
09-016,1,6,LILLOCC,1,N,,moved to 0486895 5441149
09-016,1,6,ELEOPAL,3,N,,b/c in mudflats
09-016,1,6,MUD,7,N,,
09-016,1,6,ROCK,89,N,,
09-016,1,1,ELEOPAL,8,N,,moved to 0486907 5441143
09-016,1,1,MUD,90,N,,b/c in mudflats
09-016,1,1,SCHOTAB,0.1,N,,
09-016,1,1,ROCK,3,N,,
09-016,1,14,SCHOTAB,0.1,N,,
09-016,1,14,LILLOCC,0.1,N,,
09-016,1,14,ELEOPAL,10,N,,
09-016,1,14,MUD,90,N,,
09-016,1,16,ALISTRI,0.1,N,,
09-016,1,16,SCHOTAB,3,N,,
09-016,1,16,ELEOPAL,9,N,,
09-016,1,16,MUD,90,N,,
09-016,1,13,CARELYN,15,N,108,
09-016,1,13,ELEOPAL,5,N,,
09-016,1,13,LILLOCC,0.1,N,,
09-016,1,13,LIMOAQU,0.1,N,,
09-016,1,13,ELEOPAR,0.1,N,,
09-016,1,13,MUD,80,,,
09-016,1,18,ROCK,50,,,
09-016,1,18,MUD,50,,,
09-016,1,5,ELEOPAL,30,N,,
09-016,1,5,SCHOTAB,0.1,N,,
09-016,1,5,LILLOCC,0.1,N,,
09-016,1,5,LIMOAQU,0.1,N,,
09-016,1,5,MUD,69,,,
09-016,1,5,ROCK,1,,,
09-016,1,7,ELEOPAL,1,N,,
09-016,1,7,ROCK,4,,,
09-016,1,7,MUD,95,,,
09-016,1,11,ELEOPAL,5,N,,
09-016,1,11,ELEOPAR,0.1,N,,
09-016,1,11,LILLOCC,0.1,N,,
09-016,1,11,MUD,95,,,
09-016,1,19,CARELYN,0.1,N,54,
09-016,1,19,ELEOPAL,3,N,,
09-016,1,19,ELEOPAR,0.1,N,,
09-016,1,19,MUD,97,,,
09-016,1,19,ROCK,1,,,
09-016,1,8,SCHOTAB,2,N,,
09-016,1,8,ELEOPAL,5,N,,
09-016,1,8,LIMOAQU,0.1,N,,
09-016,1,8,ELEOPAR,0.1,N,,
09-016,1,8,MUD,93,,,
09-016,2,15,MUD,100,,,mudflat
09-016,1,4,ELEOPAL,1,N,,marsh edge
09-016,1,4,MUD,99,,,
09-016,1,20,ELEOPAL,25,N,,
09-016,1,20,SCHOTAB,1,N,,
09-016,1,20,MUD,74,,,
09-016,1,12,ELEOPAL,40,N,,
09-016,1,12,SCHOTAB,1,N,,
09-016,1,12,ELEOPAR,0.1,N,,
09-016,1,12,MUD,59,,,
09-016,1,9,ELEOPAL,5,N,,marsh edge
09-016,1,9,MUD,95,,,
09-016,1,10,ELEOPAL,15,N,,
09-016,1,10,SCHOTAB,3,N,,
09-016,1,10,LILLOCC,0.1,N,,
09-016,1,10,LIMOAQU,0.1,N,,
09-016,1,10,MUD,82,,,
09-016,1,3,ELEOPAL,0.1,N,,marsh edge
09-016,1,3,ROCK,50,,,
09-016,1,3,MUD,48,,,
09-016,1,3,WOOD,2,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
