Site_Number,COMMUNITY,PLOT,SPECIES_CODE,PERCENT_COVER,ORIGIN,MAX_LH_CM,COMMENTS
Ref1,2,1,AGROSTO,0.1,E,,
Ref1,2,1,CAREUTR,0.1,N,,
Ref1,2,1,CICUDOU,0.1,N,,
Ref1,2,1,EQUIFLU,0.1,N,,
Ref1,2,1,GALITRI,0.1,N,,
Ref1,2,1,IRISPSE,1,I,,
Ref1,2,1,LITTER,82,S,,
Ref1,2,1,LYSITER,0.1,E,,
Ref1,2,1,LYTHSAL,2,I,,
Ref1,2,1,MYOSSCO,1,E,,
Ref1,2,1,PHALARU,15,N,,
Ref1,2,2,CARELYN,25,N,87,
Ref1,2,2,ELEOPAL,2,N,,
Ref1,2,2,EQUIFLU,0.1,N,,
Ref1,2,2,IRISPSE,1,I,,
Ref1,2,2,JUNCOXY,6,N,,
Ref1,2,2,LITTER,8,S,,
Ref1,2,2,LYSITER,4,E,,
Ref1,2,2,LYTHSAL,4,I,,
Ref1,2,2,MUD,50,S,,
Ref1,2,3,CAREINT,0.1,N,30,
Ref1,2,3,CICUDOU,0.1,N,,
Ref1,2,3,ELEOPAL,0.1,N,,
Ref1,2,3,EQUIFLU,0.1,N,,
Ref1,2,3,GALITRI,0.1,N,,
Ref1,2,3,IRISPSE,0.1,I,,
Ref1,2,3,JUNCART,15,N,,
Ref1,2,3,LYTHSAL,0.1,I,,
Ref1,2,3,MUD,80,S,,
Ref1,2,3,MYOSSCO,2,E,,
Ref1,2,3,PHALARU,1,N,,
Ref1,2,3,VEROSCU,1,N,,
Ref1,2,5,AGROSTO,1,E,,
Ref1,2,5,ELEOPAL,4,N,,
Ref1,2,5,EQUIFLU,1,N,,
Ref1,2,5,GALITRI,0.1,N,,
Ref1,2,5,LITTER,5,S,,
Ref1,2,5,LYSITER,4,E,,
Ref1,2,5,MUD,85,S,,
Ref1,2,5,UNKNOWN GRASS,0.1,U,,
Ref1,2,5,VEROSCU,0.1,N,,
Ref1,2,6,LITTER,30,S,,
Ref1,2,6,MUD,20,S,,
Ref1,2,6,PHALARU,30,N,,
Ref1,2,7,CAREVIR,0.1,N,,Reed canary is stunted
Ref1,2,7,COMAPAL,5,N,,
Ref1,2,7,EQUIFLU,0.1,N,,
Ref1,2,7,GALTRI,0.1,N,,
Ref1,2,7,LITTER,,S,,
Ref1,2,7,PHALARU,5,N,,
Ref1,2,8,GALTRI,0.1,N,,
Ref1,2,8,LITTER,2,S,,
Ref1,2,8,LYCOEUR,0.1,E,,
Ref1,2,8,LYSITER,0.1,E,,
Ref1,2,8,LYTHSAL,2,I,,
Ref1,2,8,MUD,84,S,,
Ref1,2,8,PHALARU,12,N,,on edge of com 1/2
