PLOT_CODE,RIVER,CARELYN,IRISPSE,LYTHSAL,PHALARU,TYPHGLA,ELEVATION,KM_UPRIVER
REF3-1-10,Fraser,5.5249,5.5249,5.5249,0,82.8729,1.47,38.35
REF3-1-11,Fraser,36.1664,0,0,0,0,1.72,38.35
REF3-1-12,Fraser,95.8084,0,0,0,0,1.53,38.35
REF3-1-13,Fraser,31.25,0,0,41.6667,0,1.66,38.35
REF3-1-14,Fraser,1.3514,0,0,81.0811,0,1.74,38.35
REF3-1-15,Fraser,5.7803,0.578,0,28.9017,0,1.81,38.35
REF3-1-16,Fraser,99.7653,0,0,0,0,1.97,38.35
REF3-1-17,Fraser,99.7963,0,0,0,0,1.66,38.35
REF3-1-18,Fraser,4,0,4,0,0,1.57,38.35
REF3-1-19,Fraser,99.8081,0,0,0,0,1.6,38.35
REF3-1-2,Fraser,51.1945,0,6.8259,0,0,1.58,38.35
REF3-1-20,Fraser,99.3377,0,0,0,0,1.35,38.35
REF3-1-3,Fraser,95.6284,0,0,0,0,1.44,38.35
REF3-1-4,Fraser,2.2222,2.2222,2.2222,22.2222,0,1.69,38.35
REF3-1-5,Fraser,99.7783,0,0,0,0,1.31,38.35
REF3-1-6,Fraser,99.7653,0,0,0,0,1.48,38.35
REF3-1-7,Fraser,41.4938,0,10.3734,0,0,1.69,38.35
REF3-1-8,Fraser,0,1.6129,32.2581,16.129,0,1.76,38.35
REF3-1-9,Fraser,0,0,27.027,40.5405,0,1.49,38.35
Ref4-1-01,Fraser,4.1494,NA,2.0747,NA,0,1.15,36.06
Ref4-1-02,Fraser,100,NA,0,NA,0,0.96,36.06
Ref4-1-03,Fraser,4.2105,NA,0,NA,0,1.25,36.06
Ref4-1-04,Fraser,93.0233,NA,0,NA,0,1.45,36.06
Ref4-1-05,Fraser,79.5229,NA,0,NA,0,1.24,36.06
Ref4-1-06,Fraser,97.7273,NA,0,NA,0,1.39,36.06
Ref4-1-07,Fraser,100,NA,0,NA,0,1.28,36.06
Ref4-1-08,Fraser,72.5953,NA,0,NA,0,1.41,36.06
Ref4-1-09,Fraser,95.7447,NA,0,NA,0,1.72,36.06
Ref4-1-10,Fraser,99.8004,NA,0,NA,0,1.67,36.06
Ref4-1-11,Fraser,98.5545,NA,0,NA,0,1.53,36.06
Ref4-1-12,Fraser,97.6431,NA,0,NA,0,1.29,36.06
Ref4-1-13,Fraser,96.2696,NA,0,NA,0,1.43,36.06
Ref4-1-14,Fraser,99.8249,NA,0,NA,0,1.33,36.06
Ref4-1-15,Fraser,91.1361,NA,0,NA,0,1.58,36.06
Ref4-1-16,Fraser,99.8004,NA,0,NA,0,1.43,36.06
Ref4-1-17,Fraser,97.7131,NA,0,NA,0,1.75,36.06
Ref4-1-18,Fraser,98.8372,NA,0,NA,0,1.25,36.06
Ref4-1-19,Fraser,28.49,NA,0,NA,0,1.55,36.06
Ref4-1-20,Fraser,99.8336,NA,0,NA,0,1.37,36.06
Ref5-1-01,Fraser,98.9011,0,0,NA,0,1.23,29.81
Ref5-1-02,Fraser,67.9012,0,0,NA,0,1.24,29.81
Ref5-1-03,Fraser,0,0,0,NA,0,0.84,29.81
Ref5-1-04,Fraser,89.2857,0,0,NA,0,0.88,29.81
Ref5-1-05,Fraser,78.3476,0,0,NA,0,1.33,29.81
Ref5-1-06,Fraser,75.7576,0,0.2165,NA,0,1.54,29.81
Ref5-1-07,Fraser,0,0,0,NA,12.474,1.62,29.81
Ref5-1-08,Fraser,99.889,0,0,NA,0,1.25,29.81
Ref5-1-09,Fraser,0,0,0,NA,0,1.18,29.81
Ref5-1-10,Fraser,100,0,0,NA,0,1.43,29.81
Ref5-1-11,Fraser,0,0,0,NA,0,1.36,29.81
Ref5-1-12,Fraser,76.8049,0,0,NA,23.0415,1.49,29.81
Ref5-1-13,Fraser,0,43.0108,0,NA,1.0753,1.58,29.81
Ref5-1-14,Fraser,0,0,10,NA,0,1.08,29.81
Ref5-1-15,Fraser,0,3.2103,0,NA,0,0.85,29.81
Ref5-1-16,Fraser,12.5,0,0,NA,0,1.55,29.81
Ref5-1-17,Fraser,0,0,0,NA,4.7619,0.63,29.81
Ref5-1-18,Fraser,0,0,0.0979,NA,0,1.15,29.81
Ref5-1-19,Fraser,25.227,NA,NA,0,0,1.25,29.81
Ref5-1-20,Fraser,94.7368,NA,NA,0,0,1.43,29.81
Ref7-1-01,Fraser,0,NA,NA,99,0,0.978969,20.31
Ref7-1-02,Fraser,0,NA,NA,0,0,1.110507,20.31
Ref7-1-03,Fraser,0,NA,NA,19.98,0,1.220057,20.31
Ref7-1-04,Fraser,0.0998,NA,NA,0,0,1.180057,20.31
Ref7-1-05,Fraser,0,NA,NA,0,0,0.999598,20.31
Ref7-1-06,Fraser,99,NA,NA,0,0,1.280172,20.31
Ref7-1-07,Fraser,12.4844,NA,NA,62.422,0,1.118139,20.31
Ref7-1-08,Fraser,0,NA,NA,98.7039,0,0.979667,20.31
Ref7-1-09,Fraser,8.991,NA,NA,0,0,1.219888,20.31
Ref7-1-10,Fraser,83,NA,NA,0,0,1.261107,20.31
Ref7-1-11,Fraser,3.0242,NA,NA,0,0,1.529538,20.31
Ref7-1-12,Fraser,0,NA,NA,0,0,0.979718,20.31
Ref7-1-13,Fraser,2,NA,NA,0,0,1.25,20.31
Ref7-1-14,Fraser,94.6372,NA,NA,0,0,1.259725,20.31
Ref7-1-15,Fraser,0,NA,NA,100,0,1.350331,20.31
Ref7-1-16,Fraser,86.9565,NA,NA,0,0,0.919723,20.31
Ref7-1-17,Fraser,0.1063,NA,NA,0,0,0.689547,20.31
Ref7-1-18,Fraser,39.5683,NA,NA,0,0,1.38,20.31
Ref7-1-19,Fraser,NA,NA,NA,NA,0,1.179942,20.31
Ref7-1-20,Fraser,NA,NA,NA,NA,0,1.420055,20.31
Ref9-1-1,Fraser,NA,NA,NA,NA,0,0.991745,15.6
Ref9-1-12,Fraser,NA,NA,NA,NA,0,0.916172,15.6
Ref9-1-13,Fraser,NA,NA,NA,NA,0,1.150348,15.6
Ref9-1-14,Fraser,NA,NA,NA,NA,0,1.089652,15.6
Ref9-1-15,Fraser,NA,NA,NA,NA,0,1.134501,15.6
Ref9-1-16,Fraser,NA,NA,NA,NA,0,0.861746,15.6
Ref9-1-17,Fraser,NA,NA,NA,NA,0,1.069301,15.6
Ref9-1-18,Fraser,NA,NA,NA,NA,0,0.959651,15.6
Ref9-1-19,Fraser,NA,NA,NA,NA,0,1.728616,15.6
Ref9-1-2,Fraser,NA,NA,NA,NA,0,1.1,15.6
Ref9-1-20,Fraser,NA,NA,NA,NA,0,1.12,15.6
Ref9-1-21,Fraser,NA,NA,NA,NA,0,1.50409,15.6
Ref9-1-22,Fraser,NA,NA,NA,NA,0,0.981387,15.6
Ref9-1-3,Fraser,NA,NA,NA,NA,0,1.10208,15.6
Ref9-1-4,Fraser,NA,NA,NA,NA,0,1.059302,15.6
Ref9-1-5,Fraser,NA,NA,NA,NA,0,1.994101,15.6
Ref9-1-6,Fraser,NA,NA,NA,NA,0,1.225485,15.6
Ref9-1-9,Fraser,NA,NA,NA,NA,0,0.910349,15.6
