PLOT_CODE,RIVER,CARELYN,IRISPSE,LYTHSAL,PHALARU,TYPHGLA,ELEVATION,KM_UPRIVER
REF-11-1-20,Fraser,0,NA,0,2.7701,0,0.969438,9.75
Ref-17-1-1,Fraser,NA,0,3.2362,0,0,0.918569,2.49
Ref-17-1-10,Fraser,NA,1.0395,2.079,95.6341,0,1.310283,2.49
Ref-17-1-11,Fraser,NA,0,1.4006,95.2381,0,1.879295,2.49
Ref-17-1-12,Fraser,NA,0,2.2124,88.4956,0,1.240142,2.49
Ref-17-1-13,Fraser,NA,0,5.3121,87.6494,0,0.412872,2.49
Ref-17-1-15,Fraser,NA,0,7.4074,88.8889,0,1.421278,2.49
Ref-17-1-16,Fraser,NA,0,4.3478,43.4783,0,1.420713,2.49
Ref-17-1-17,Fraser,NA,0,0,99.8981,0,1.387058,2.49
Ref-17-1-18,Fraser,NA,0,3.148,92.34,0,1.590846,2.49
Ref-17-1-2,Fraser,NA,0,0,97.0149,0,1.020979,2.49
Ref-17-1-20,Fraser,NA,0,3.0242,1.0081,0,0.931563,2.49
Ref-17-1-3,Fraser,NA,0,0,0,0,1.078434,2.49
Ref-17-1-4,Fraser,NA,0,2.9791,0,0,1.53071,2.49
Ref-17-1-5,Fraser,NA,0,3.1813,0.106,0,1.390561,2.49
Ref-17-1-6,Fraser,NA,0,2.3148,90.2778,0,1.769576,2.49
Ref-17-1-7,Fraser,NA,0,3.9947,2.6631,0,0.382432,2.49
Ref-17-1-8,Fraser,NA,0,22.2222,0,0,1.430712,2.49
Ref-17-1-9,Fraser,NA,21.7391,16.3043,0,0,0.879857,2.49
REF-2015-02-1-01,Fraser,0,1.8868,1.8868,NA,0,0.449999988,11.9
REF-2015-02-1-03,Fraser,1.3889,0,41.6667,NA,0,1.220000029,11.9
REF-2015-02-1-04,Fraser,80,0,4,0,0,1.309999943,11.9
REF-2015-02-1-05,Fraser,75.4717,0,0,0,0,0.349999994,11.9
REF-2015-02-1-06,Fraser,0,33.241,2.7701,0,0,0.300000012,11.9
REF-2015-02-1-07,Fraser,0,0,0,67.2043,0,1.25,11.9
REF-2015-02-1-08,Fraser,0,0,23.5294,29.4118,0,0.239999995,11.9
REF-2015-02-1-09,Fraser,24.0674,0,0,0,0,1.230000019,11.9
REF-2015-02-1-10,Fraser,26.2238,0,0,0,0,1.110000014,11.9
REF-2015-02-1-11,Fraser,9.7466,0,7.7973,0,0,1.24000001,11.9
REF-2015-02-1-13,Fraser,85.2273,0,0,0,0,0.829999983,11.9
REF-2015-02-1-15,Fraser,11.2782,0,0,0,0,0.819999993,11.9
REF-2015-02-1-17,Fraser,0,0,13.6986,0.3425,0,0.219999999,11.9
REF-2015-02-1-19,Fraser,0,0,0,0,0,0.349999994,11.9
REF-2015-02-1-20,Fraser,0.3401,0,13.6054,0.3401,0,0.090000004,11.9
REF-2015-02-1-21,Fraser,0.4505,0,4.5045,0.4505,0,1.149999976,11.9
REF-2015-02-1-22,Fraser,0,0,0.1362,6.812,0,1.039999962,11.9
REF-2015-02-1-23,Fraser,28.0374,14.0187,0,0,0,1.159999967,11.9
REF-2015-02-1-24,Fraser,0.6135,0,0,0.6135,0,1.24000001,11.9
REF-2015-02-1-25,Fraser,38.2409,0,0,0,0,0.49000001,11.9
REF-2015-02-2-01,Fraser,0,0,0,72.7273,0,0.200000003,11.9
REF-2015-02-2-02,Fraser,0,0,12.0846,0,0,0.01,11.9
REF-2015-02-2-03,Fraser,0.1055,0,0,0,0,0.119999997,11.9
REF-2015-02-2-04,Fraser,36.1011,0,7.2202,0.1805,0,-0.07,11.9
REF-2015-02-2-05,Fraser,1.5674,0,70.5329,0,0,-0.200000003,11.9
REF-2015-02-2-06,Fraser,10.2564,0,25.641,0,0,-0.159999996,11.9
REF-2015-02-2-07,Fraser,0,0,19.802,0,0,0.029999999,11.9
REF-2015-02-2-08,Fraser,9.0253,0,0,0.1805,0,-0.109999999,11.9
REF-2015-02-2-09,Fraser,0.1143,0,0,0,0,-0.059999999,11.9
REF-2015-02-2-10,Fraser,1.9417,0,5.8252,0,0,0.300000012,11.9
REF-2015-02-2-11,Fraser,0.2899,0.2899,0,5.7971,0,0.219999999,11.9
REF-2015-02-2-12,Fraser,0,0,1.0417,83.3333,0,0.090000004,11.9
REF-2015-02-2-13,Fraser,0,25,25,25,0,0.029999999,11.9
REF-2015-02-2-14,Fraser,0,0,0,83.9161,0,0.039999999,11.9
REF-2015-02-2-15,Fraser,0,0,2.0747,93.361,0,0.100000001,11.9
REF-2015-03-1-01,Fraser,0,2.7778,27.7778,27.7778,0,1.200000048,5.33
REF-2015-03-1-02,Fraser,0,0,0,0,0,1.25,5.33
REF-2015-03-1-03,Fraser,0,0,0,0,0,1.129999995,5.33
REF-2015-03-1-04,Fraser,0,0,0,1.7857,0,1.519999981,5.33
REF-2015-03-1-05,Fraser,4.8544,0,0,0,0,1.470000029,5.33
REF-2015-03-1-06,Fraser,NA,NA,1,0,0,1.179999948,5.33
REF-2015-03-1-07,Fraser,NA,NA,0,0,0,1.659999967,5.33
REF-2015-03-1-08,Fraser,NA,NA,0,0,0,1.370000005,5.33
REF-2015-03-1-09,Fraser,NA,NA,0,0,0,1.25,5.33
REF-2015-03-1-10,Fraser,NA,NA,0,0,0,1.399999976,5.33
REF-2015-03-1-12,Fraser,NA,NA,0,0,0,1.230000019,5.33
REF-2015-03-1-14,Fraser,NA,NA,0,0,0,1.470000029,5.33
REF-2015-03-1-15,Fraser,NA,NA,0,0,0,1.25,5.33
REF-2015-03-1-16,Fraser,NA,NA,0,0,0,1.389999986,5.33
REF-2015-03-1-17,Fraser,NA,NA,0,16.6667,0,1.269999981,5.33
REF-2015-03-1-18,Fraser,NA,NA,1.3158,0,0,1.440000057,5.33
REF-2015-03-1-19,Fraser,NA,NA,0,17.094,0,1.379999995,5.33
REF-2015-03-1-20,Fraser,NA,NA,0,0,0,1.289999962,5.33
REF-2015-03-1-21,Fraser,NA,NA,0,0,0,1.059999943,5.33
REF-2015-03-1-22,Fraser,NA,NA,0,0,0,1.370000005,5.33
REF-2015-03-1-23,Fraser,NA,NA,0,0,0,1.210000038,5.33
REF-2015-03-1-24,Fraser,NA,NA,0,0,0,1.230000019,5.33
REF-2015-03-1-25,Fraser,NA,NA,0,0,0,1.159999967,5.33
REF-2015-03-1-27,Fraser,NA,NA,0,0,0,1.360000014,5.33
REF-2015-03-1-28,Fraser,NA,NA,0.9756,0,0,0.99000001,5.33
REF-2015-05-1-01,Fraser,NA,NA,2.7778,0,0,0.640086949,5.64
REF-2015-05-1-03,Fraser,NA,NA,0,0,0,0.588032544,5.64
REF-2015-05-1-04,Fraser,NA,NA,0,0,0,0.760173678,5.64
REF-2015-05-1-05,Fraser,NA,NA,0,0,0,1.499273062,5.64
REF-2015-05-1-06,Fraser,NA,NA,0,0,0,1.350361824,5.64
REF-2015-05-1-07,Fraser,NA,NA,0,0,0,0.739261985,5.64
REF-2015-05-1-08,Fraser,NA,NA,0,0,0,1.14035964,5.64
REF-2015-05-1-09,Fraser,NA,NA,0,0,0,1.050350904,5.64
REF-2015-05-1-10,Fraser,NA,NA,0,0,0,0.650086045,5.64
REF-2015-05-1-11,Fraser,NA,NA,0,0,0,0.849533975,5.64
REF-2015-05-1-12,Fraser,NA,NA,0,0,0,0.710433602,5.64
REF-2015-05-1-13,Fraser,NA,NA,0,0,0,0.42206654,5.64
REF-2015-05-1-14,Fraser,NA,NA,0,0,0,0.910271585,5.64
REF-2015-05-1-15,Fraser,NA,NA,0,0,0,1.609467745,5.64
REF-2015-05-1-16,Fraser,NA,NA,0,0,0,0.262537777,5.64
REF-2015-05-1-17,Fraser,NA,0,0,0,0,0.660000026,5.64
REF-2015-05-1-18,Fraser,NA,0,9.1954,0,2.2989,1.061118126,5.64
REF-2015-05-1-19,Fraser,NA,0,2.4096,0,0,0.590172827,5.64
REF-2015-05-1-20,Fraser,NA,0,0.9901,0,0,0.629717827,5.64
REF-2015-05-1-21,Fraser,NA,0,16.0377,0,0,0.909091353,5.64
REF-2015-05-1-22,Fraser,NA,0,0,0.7634,0,0.800092578,5.64
REF-2015-05-1-23,Fraser,NA,2.7778,0,0,0.9259,1.430094123,5.64
REF-2015-05-1-24,Fraser,NA,0,3.7037,24.6914,0,0.590471745,5.64
REF-2015-05-1-25,Fraser,NA,0,0,0,0,1.380638242,5.64
REF-2015-05-1-26,Fraser,NA,0,10.7843,0,0.9804,0.719816267,5.64
REF-2015-05-1-27,Fraser,NA,0,0,0,0,1.440089583,5.64
REF-2015-05-1-28,Fraser,NA,0,11.4286,0,0,0.78008604,5.64
REF-2015-05-1-29,Fraser,NA,0,0,0,0,0.981439531,5.64
REF-2015-05-1-30,Fraser,NA,0,1.9608,0,0,0.740180671,5.64
REF-2015-05-1-31,Fraser,NA,0,0,0,1.8692,0.920255542,5.64
REF-2015-05-2-01,Fraser,NA,4.1379,31.7241,1.3793,0,0.219716415,5.64
REF-2015-05-2-02,Fraser,NA,0,0,31.3901,0,0.169905826,5.64
REF-2015-05-2-03,Fraser,NA,0,0,0,0,0.260093391,5.64
REF-2015-05-2-04,Fraser,NA,0,0.6061,0,0,0.270372838,5.64
REF-2015-05-2-05,Fraser,NA,0,0,0,0,0.249815747,5.64
REF-2015-05-2-06,Fraser,NA,0,5.1546,0,0,0.339723974,5.64
REF-2015-05-2-07,Fraser,NA,0,2.1053,0,0,0.350091636,5.64
REF-2015-05-2-08,Fraser,NA,0,0,0,0,0.180000007,5.64
REF-2015-05-2-09,Fraser,NA,0,0.9709,0,0,0.229819462,5.64
REF-2015-05-2-10,Fraser,NA,0,0.9901,0,0,0.359729737,5.64
REF-2015-05-2-11,Fraser,0,0,0,0,0,0.279910505,5.64
REF-2015-05-2-12,Fraser,0,0,0,0,0,0.239374831,5.64
REF-2015-05-2-13,Fraser,0,0,0,0,0,0.44910869,5.64
REF-2015-05-2-14,Fraser,2.9851,0,0,0,0,0.309911102,5.64
REF-2015-05-2-15,Fraser,32.7869,0,0,0,0,0.08008787,5.64
REF-2015-05-2-16,Fraser,41.8605,0,0.7752,0,0,0.24096261,5.64
REF-2015-05-2-17,Fraser,0,3.4884,3.4884,93.0233,0,0.219999999,5.64
REF-2015-05-2-18,Fraser,9.8039,0,0,0,0,0.330174059,5.64
REF-2015-05-2-19,Fraser,0,0,0,0,0,0.350260198,5.64
REF-2015-05-2-20,Fraser,0,0,0,0,0,0.461298257,5.64
REF-2015-09-1-01,Fraser,34.7222,0,0,0,0,1.334647298,9.87
REF-2015-09-1-02,Fraser,4.2254,0,0,0,0,0.888453066,9.87
REF-2015-09-1-03,Fraser,31.746,0,0,0,0,1.122715473,9.87
REF-2015-09-1-04,Fraser,60.7477,0,0,0,0,1.173084617,9.87
REF-2015-09-1-05,Fraser,0,0,0,0,0,0.780384243,9.87
REF-2015-09-1-06,Fraser,10.6383,0,0,0,0,1.543822765,9.87
REF-2015-09-1-07,Fraser,41.2371,0,0,0,0,0.117697947,9.87
REF-2015-09-1-08,Fraser,79.2683,0,0,0,0,1.259228587,9.87
REF-2015-09-1-09,Fraser,0,25,7.3529,17.6471,0,1.317308426,9.87
REF-2015-09-1-10,Fraser,12.9032,0,0,0,0,0.891931355,9.87
REF-2015-09-1-11,Fraser,0,0,0,54.0541,0,0.478849709,9.87
REF-2015-09-1-12,Fraser,95.4774,0,0,0.5025,0,0.028846124,9.87
REF-2015-09-1-13,Fraser,0,0,0,0,0,1.190000057,9.87
REF-2015-09-1-14,Fraser,34,0,0,0,0,1.288845062,9.87
REF-2015-09-1-15,Fraser,0,0,0,0,0,0.650770724,9.87
REF-2015-09-1-16,Fraser,6.0976,0,0,0,0,-0.034218226,9.87
REF-2015-09-1-17,Fraser,64.1509,0,0,0,0,-0.622700095,9.87
REF-2015-09-1-18,Fraser,6.6225,0,0,0,0,1.210000038,9.87
REF-2015-09-1-19,Fraser,3.1746,0,0,0,0,1.150384903,9.87
REF-2015-09-1-20,Fraser,72.3982,0,0,0,0,1.333814025,9.87
REF-2015-09-1-21,Fraser,0,0,0,0,0,0.992304504,9.87
REF-2015-09-1-22,Fraser,0,0,0,0,0,0.998078346,9.87
REF-2015-09-1-23,Fraser,0,0,0,0,0,-0.070383929,9.87
REF-2015-09-1-24,Fraser,0,0,0,0,0,1.292319655,9.87
REF-2015-09-1-25,Fraser,0,0,0,0,0,0.138085872,9.87
REF-2015-09-1-26,Fraser,NA,NA,NA,NA,NA,0.19806613,9.87
REF-2015-09-1-27,Fraser,0,0,0,0,0,1.052300811,9.87
REF-2015-09-1-28,Fraser,0,0,0,0,0,1.098442912,9.87
REF-2015-09-1-29,Fraser,0,0,0,0,0,1.359613895,9.87
REF-2015-09-1-30,Fraser,0,0,0,0,0,-0.171527296,9.87
REF-2015-09-2-01,Fraser,0,0,0,0,0,-0.81307143,9.87
REF-2015-09-2-02,Fraser,0,0,0,0,0,-0.15923585,9.87
REF-2015-09-2-03,Fraser,0,0,0,0,0,-0.161910117,9.87
REF-2015-09-2-04,Fraser,0,0,0,0,0,-0.181911126,9.87
REF-2015-09-2-05,Fraser,0,0,0,50,0,-0.68229425,9.87
REF-2015-09-2-06,Fraser,0,0,0,0,0,-0.643060565,9.87
REF-2015-09-2-07,Fraser,0,0,0,0,0,-0.593444943,9.87
REF-2015-09-2-08,Fraser,0,0,0,0,0,-0.302681178,9.87
REF-2015-09-2-09,Fraser,0,0,0,0,0,-0.663065851,9.87
REF-2015-09-2-10,Fraser,0,0,0,0,0,-0.752303839,9.87
REF-2015-09-2-11,Fraser,NA,0,0.8065,0,0,-0.732689261,9.87
REF-2015-09-2-12,Fraser,NA,0,0,0,0,-0.842306852,9.87
REF-2015-09-2-13,Fraser,NA,0,0,0,0,-0.8030774,9.87
REF-2015-09-2-14,Fraser,NA,0,0,0,0,-0.853078246,9.87
REF-2015-09-2-15,Fraser,NA,0,0,0,0,-0.773852706,9.87
REF-2015-10-1-01,Fraser,NA,0,7.563,33.6134,0,0.72870183,12.89
REF-2015-10-1-02,Fraser,NA,0,0,0,0,1.29560709,12.89
REF-2015-10-1-03,Fraser,NA,0,3.5088,0,0,1.061323166,12.89
REF-2015-10-1-04,Fraser,NA,0,0,0,0,0.517403126,12.89
REF-2015-10-1-05,Fraser,NA,0,0,0,0,0.642613769,12.89
REF-2015-10-1-06,Fraser,NA,0,0,0,0,1.423966527,12.89
REF-2015-10-1-07,Fraser,NA,0,0,0,0,1.585145354,12.89
REF-2015-10-1-08,Fraser,NA,0,0,0,0,1.246479392,12.89
REF-2015-10-1-09,Fraser,NA,0,2.4096,24.0964,0,1.170877814,12.89
REF-2015-10-1-10,Fraser,NA,0,0,0,0,1.360436916,12.89
REF-2015-10-1-11,Fraser,NA,0,0,0,0,0.448566109,12.89
REF-2015-10-1-12,Fraser,NA,0,0,0,0,1.179133177,12.89
REF-2015-10-1-13,Fraser,NA,0,0,0,0,0.486075014,12.89
REF-2015-10-1-14,Fraser,NA,0,2.0942,41.8848,0,1.009561539,12.89
REF-2015-10-1-15,Fraser,NA,0,5.4795,0,0,1.42130959,12.89
REF-2015-10-1-16,Fraser,NA,0,4.5872,82.5688,0,0.25999999,12.89
REF-2015-10-1-17,Fraser,NA,0,0,0,0,1.270879269,12.89
REF-2015-10-1-18,Fraser,NA,0,26.9231,0,0,0.60825628,12.89
REF-2015-10-1-19,Fraser,NA,0,0,0,0,0.40782094,12.89
REF-2015-10-1-20,Fraser,NA,0,35,20.8333,0,1.1795609,12.89
REF-2015-10-1-21,Fraser,NA,0,0,0,0,1.503926396,12.89
REF-2015-10-1-22,Fraser,NA,0,0,0,0,0.557404578,12.89
REF-2015-10-1-23,Fraser,NA,0,0,0,0,1.312204838,12.89
REF-2015-10-1-24,Fraser,NA,3.352,3.352,80.4469,0,1.101638675,12.89
REF-2015-10-1-25,Fraser,NA,0,0,32,0,1.49000001,12.89
REF-2015-10-1-26,Fraser,NA,0,0,0,0,1.442172527,12.89
REF-2015-10-1-27,Fraser,NA,0,0,0,0,0.755631089,12.89
REF-2015-10-1-28,Fraser,NA,0,0,0,0,1.369560242,12.89
REF-2015-10-1-29,Fraser,NA,0,0,0,0,1.528687716,12.89
REF-2015-10-2-01,Fraser,NA,0,0,0,0,0.249567851,12.89
REF-2015-10-2-02,Fraser,NA,0,0,0,0,0.179135233,12.89
REF-2015-10-2-03,Fraser,NA,0,0,0,0,0.169134378,12.89
REF-2015-10-2-04,Fraser,NA,0,0,0,0,0.209566891,12.89
REF-2015-10-2-05,Fraser,NA,0,0,0,0,0.189999998,12.89
REF-2015-10-2-06,Fraser,NA,0,0,0,0,0.119566411,12.89
REF-2015-10-2-07,Fraser,NA,0,0,0,0,0.169565991,12.89
REF-2015-10-2-08,Fraser,NA,0,0,0,0,0.169565573,12.89
REF-2015-10-2-09,Fraser,NA,0,0,0,0,0.17956534,12.89
REF-2015-10-2-10,Fraser,NA,0,0,0,0,0.130434781,12.89
REF-2015-10-2-11,Fraser,NA,0,0,0,0,0.209564418,12.89
REF-2015-10-2-12,Fraser,NA,0,0,0,0,0.148692042,12.89
REF-2015-10-2-13,Fraser,NA,0,5.848,0,0,0.129999995,12.89
REF-2015-10-2-14,Fraser,NA,0,0,0,0,0.109999999,12.89
REF-2015-10-2-15,Fraser,NA,0,41.4201,0,0,0.039563529,12.89
REF-2015-10-2-16,Fraser,NA,0,0,0,0,-0.119999997,12.89
REF-2015-10-2-17,Fraser,NA,3.9409,0,0,0,-0.040437371,12.89
REF-2015-10-2-18,Fraser,NA,1.7857,0,8.9286,0,-0.100874864,12.89
REF-2015-10-2-19,Fraser,NA,0,0,0,0,-0.07,12.89
REF-2015-10-2-20,Fraser,NA,0,0,0,0,-0.060438029,12.89
REF-2015-11-1-01,Fraser,NA,0,16.1905,0,0,0.870292544,23.04
REF-2015-11-1-02,Fraser,NA,0,0,0,0,1.149999976,23.04
REF-2015-11-1-03,Fraser,NA,0,1.2658,0,0,0.908748806,23.04
REF-2015-11-1-04,Fraser,NA,4.2735,0,0,0,0.930583715,23.04
REF-2015-11-1-05,Fraser,NA,0,1.3699,2.7397,0,1.310289145,23.04
REF-2015-11-1-06,Fraser,NA,0,26.738,0,0,0.82980758,23.04
REF-2015-11-1-07,Fraser,NA,16.1172,8.7912,0,0,1.149325967,23.04
REF-2015-11-1-08,Fraser,NA,0,7,0,0,0.83990252,23.04
REF-2015-11-1-09,Fraser,NA,0,0,0,0,0.66971159,23.04
REF-2015-11-1-10,Fraser,NA,0,0,0,0,0.888651669,23.04
REF-2015-11-1-11,Fraser,NA,0,4.1237,0,0,1.179614425,23.04
REF-2015-11-1-12,Fraser,NA,0,8.1081,18.9189,0,1.049805284,23.04
REF-2015-11-1-13,Fraser,NA,0,11.8644,8.4746,0,0.549807668,23.04
REF-2015-11-1-14,Fraser,NA,8.3333,12.963,0,0,0.939711273,23.04
REF-2015-11-1-15,Fraser,NA,0,1.9139,0,0,0.869037926,23.04
REF-2015-11-1-16,Fraser,NA,0,14.9068,0,0,1.150192618,23.04
REF-2015-11-1-17,Fraser,NA,0,0,0,0,0.679519475,23.04
REF-2015-11-1-18,Fraser,NA,0,3.8835,7.767,0,1.290290236,23.04
REF-2015-11-1-19,Fraser,NA,0,4.2553,0,0,0.909615099,23.04
REF-2015-11-1-20,Fraser,NA,8,1,0,0,1.199903607,23.04
REF-2015-11-1-21,Fraser,NA,0,0.5814,0,0,1.070776939,23.04
REF-2015-11-1-22,Fraser,NA,0,0,0,0,0.830292284,23.04
REF-2015-11-1-23,Fraser,NA,0,0,25,0,1.24028945,23.04
REF-2015-11-1-24,Fraser,NA,0,0,0,0,0.969517589,23.04
REF-2015-11-1-25,Fraser,NA,0,0,0,0,1.309710503,23.04
REF-2015-11-1-26,Fraser,NA,0,0,0,0,0.930096984,23.04
REF-2015-11-1-27,Fraser,NA,NA,NA,NA,NA,0.659518898,23.04
REF-2015-11-1-28,Fraser,NA,0,0,0,0,1.099518418,23.04
REF-2015-11-1-29,Fraser,NA,0,0,0,0,0.529711783,23.04
REF-2015-11-1-30,Fraser,NA,0,0,0,0,0.989711285,23.04
REF-2015-11-2-01,Fraser,NA,0,0,0,0,0.439710945,23.04
REF-2015-11-2-02,Fraser,NA,0,0,0,0,0.400000006,23.04
REF-2015-11-2-03,Fraser,NA,0,0,0,0,0.40019244,23.04
REF-2015-11-2-04,Fraser,NA,0,0,0,0,0.310577154,23.04
REF-2015-11-2-05,Fraser,NA,0,0,0,0,0.489711612,23.04
REF-2015-11-2-06,Fraser,NA,0,0,0,0,0.429711908,23.04
REF-2015-11-2-07,Fraser,NA,0,0,0,0,0.569327533,23.04
REF-2015-11-2-08,Fraser,NA,0,0,0,0,0.499903917,23.04
REF-2015-11-2-09,Fraser,NA,0,0,0,0,0.360383898,23.04
REF-2015-11-2-10,Fraser,NA,0,0,0,0,0.369327933,23.04
REF-2015-11-2-11,Fraser,NA,0,0,12.5,0,0.289135903,23.04
REF-2015-11-2-12,Fraser,NA,0,0,0,0,0.289904028,23.04
REF-2015-11-2-13,Fraser,NA,0,8.9286,75.8929,0,0.339424074,23.04
REF-2015-11-2-14,Fraser,NA,0,3.8462,3.8462,0,0.16913645,23.04
REF-2015-11-2-15,Fraser,NA,0,0,0,0,0.179903984,23.04
REF-2015-11-2-16,Fraser,NA,0,4.8309,0,0,0.11990381,23.04
REF-2015-11-2-17,Fraser,NA,0,0,0,0,0.189711243,23.04
REF-2015-11-2-18,Fraser,NA,0,4.2553,74.4681,0,0.199807182,23.04
REF-2015-11-2-19,Fraser,NA,0,1.9608,0,0,0.229806468,23.04
REF-2015-11-2-20,Fraser,NA,0,0,36.4865,0,0.179806426,23.04
REF-2015-12-1-01,Fraser,NA,0,0,0,0,1.429892302,18.97
REF-2015-12-1-02,Fraser,NA,0,0,90.9091,0,1.300179243,18.97
REF-2015-12-1-03,Fraser,NA,0,11.1111,66.6667,0,1.219926238,18.97
REF-2015-12-1-04,Fraser,NA,0,2.2727,42.0455,0,1.079778552,18.97
REF-2015-12-1-05,Fraser,NA,0,0,12.2137,0,1.17965126,18.97
REF-2015-12-1-06,Fraser,NA,0,12.8342,77.0053,0,1.35030067,18.97
REF-2015-12-1-07,Fraser,NA,0,0,0,0,1.150242805,18.97
REF-2015-12-1-08,Fraser,NA,0,6.25,34.375,0,1.139755011,18.97
REF-2015-12-1-09,Fraser,NA,0,0,0,0,0.97030735,18.97
REF-2015-12-1-10,Fraser,NA,0,0,0,0,1.439782977,18.97
REF-2015-12-1-11,Fraser,NA,0,5.7851,0,0,1.069926143,18.97
REF-2015-12-1-12,Fraser,NA,0,0,0,0,0.959963858,18.97
REF-2015-12-1-13,Fraser,NA,1.9324,0,0,0,0.910154939,18.97
REF-2015-12-1-14,Fraser,NA,0,0,0,0,1.080000043,18.97
REF-2015-12-1-15,Fraser,NA,0,2.4845,0,0,1.180348873,18.97
REF-2015-12-1-16,Fraser,NA,2.9412,7.3529,61.7647,0,0.960259914,18.97
REF-2015-12-1-17,Fraser,NA,0,4.6512,0,0,1.069900155,18.97
REF-2015-12-1-18,Fraser,NA,0,3.1873,0.7968,0,0.939999998,18.97
REF-2015-12-1-19,Fraser,NA,3.8168,0,0,0,1.069920301,18.97
REF-2015-12-1-20,Fraser,NA,0,0.9132,0,0,0.860035479,18.97
REF-2015-12-1-21,Fraser,NA,0,0,0,0,1.360035777,18.97
REF-2015-12-1-22,Fraser,NA,0,0,0,0,1.090000033,18.97
REF-2015-12-1-23,Fraser,NA,0,0,0,0,1.269896269,18.97
REF-2015-12-1-24,Fraser,NA,0,0,0,0,1.230075717,18.97
REF-2015-12-1-25,Fraser,NA,0,0,0,0,1.529964328,18.97
REF-2015-12-1-26,Fraser,NA,0,0,0,0,0.889794588,18.97
REF-2015-12-1-27,Fraser,NA,0,0,0,0,0.999923766,18.97
REF-2015-12-1-28,Fraser,NA,0,0,0,0,1.029757857,18.97
REF-2015-12-1-29,Fraser,NA,0,0,0,0,1.079855323,18.97
REF-2015-12-1-30,Fraser,NA,0,0,0,0,1.170169234,18.97
REF-2015-12-2-01,Fraser,NA,0,0,0,0,-0.089695357,18.97
REF-2015-12-2-02,Fraser,NA,0,0,0,0,0.190104067,18.97
REF-2015-12-2-03,Fraser,NA,0,0,0,0,0.02,18.97
REF-2015-12-2-04,Fraser,NA,0,0,0,0,0.329928637,18.97
REF-2015-12-2-05,Fraser,NA,0,0,0,0,0.370035917,18.97
REF-2015-12-2-06,Fraser,NA,0,0,0,0,0.189999998,18.97
REF-2015-12-2-07,Fraser,NA,0,0,0,0,0.200073108,18.97
REF-2015-12-2-08,Fraser,NA,0,1.1696,0,0,0.189924493,18.97
REF-2015-12-2-09,Fraser,NA,0,0,0,0,0.460683465,18.97
REF-2015-12-2-10,Fraser,NA,0,0,0,0,0.550613284,18.97
REF13-1-01,Fraser,NA,0,0,0,0,1.129724,5.07
REF13-1-02,Fraser,NA,0,0,0,0,1.909723,5.07
REF13-1-03,Fraser,NA,0,5.7143,0,0,1.579443,5.07
REF13-1-04,Fraser,NA,0,10.7143,0,0,1.558879,5.07
REF13-1-05,Fraser,NA,0,0,13.6986,0,1.110555,5.07
REF13-1-06,Fraser,NA,0,0,0,0,1.358898,5.07
REF13-1-07,Fraser,NA,0,2.8436,94.7867,0,1.71194,5.07
REF13-1-08,Fraser,NA,0,5.2174,0,0,1.278888,5.07
REF13-1-09,Fraser,NA,3.5714,7.1429,0,0,1.748317,5.07
REF13-1-10,Fraser,NA,0,0,0,0,1.490555,5.07
REF13-1-11,Fraser,NA,0,0,0,0,1.308074,5.07
REF13-1-12,Fraser,NA,0,0,0,0,1.548045,5.07
REF13-1-13,Fraser,NA,0,0,0,0,1.137509,5.07
REF13-1-14,Fraser,NA,0,0,1.6949,0,1.491118,5.07
REF13-1-15,Fraser,NA,0,0,0,0,1.539722,5.07
REF13-1-16,Fraser,NA,0,0,0,0,1.478351,5.07
REF13-1-17,Fraser,NA,0,0,0,0,1.46,5.07
REF13-1-18,Fraser,NA,0,0,0,0,1.581107,5.07
REF13-1-19,Fraser,NA,0,0,0,0,0.746124,5.07
REF13-1-20,Fraser,NA,0,0,0,0,0.73467,5.07
REF14-1-1,Fraser,89.9281,0,0,0,0,1.02,4.12
REF14-1-10,Fraser,79.8935,0,0,0,0,0.528858,4.12
REF14-1-11,Fraser,0,96.2567,0.5348,0,0,0.501735,4.12
REF14-1-12,Fraser,86.6426,0,2.4067,1.2034,0,0.689425,4.12
REF14-1-13,Fraser,0,0,0,8.7719,0,0.830573,4.12
REF14-1-14,Fraser,5.0761,0,3.3841,87.9865,0,0.748858,4.12
REF14-1-15,Fraser,97.0874,0,0.1214,0,0,0.550573,4.12
REF14-1-16,Fraser,97.6139,0,0,0,0,0.576554,4.12
REF14-1-17,Fraser,0,0,37.1594,0.0826,0,0.032665,4.12
REF14-1-18,Fraser,0.9524,9.5238,47.619,0.9524,0,0.530571,4.12
REF14-1-19,Fraser,0,0,25,25,0,1.188856,4.12
REF14-1-2,Fraser,4.6083,0,0.2304,80.6452,0,0.837705,4.12
REF14-1-20,Fraser,4.1322,0,24.7934,8.2645,0,0.922864,4.12
REF14-1-3,Fraser,99.7783,0,0,0,0,0.437148,4.12
REF14-1-4,Fraser,0,0,0,0,0,0.911151,4.12
REF14-1-5,Fraser,87.2093,0,0,0,0,0.490573,4.12
REF14-1-6,Fraser,27.7778,0,2.7778,1.3889,0,0.818849,4.12
REF14-1-7,Fraser,97.8793,0,0,0,0,0.952294,4.12
REF14-1-8,Fraser,0,0,0,0,0,1.079427,4.12
REF14-1-9,Fraser,0,0,0,0.6897,0,0.761715,4.12
REF3-1-1,Fraser,92.1659,0,2.3041,0.2304,0,1.48,38.35
