"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",81.625,36.6681547317093,10.2,5.4,0.457708177510439,0.913124090131525,0.492159825904377,0.346683305784161,0.461104257374336,0.356764917486504,0.0382676151451569,0.346683305784161,0.00602489637424751,0.00639524783441008
