"","PC_mean","PC_sd"
"arum-leaved arrowhead",1.07894736842105,3.0878937351046
"Asian knotweed ",0.157894736842105,0.501459857121279
"beaked sedge",0.736842105263158,2.30559959092732
"bog loosestrife",0.0263157894736842,0.114707866935281
"broad-leaved arrowhead",0.736842105263158,2.76570475774576
"Canadian waterweed",0.210526315789474,0.917662935482247
"common spike-rush",9.94736842105263,14.4201775463354
"cut-leaved water horehound",0.0526315789473684,0.229415733870562
"European forget-me-not ",0.421052631578947,1.00364831565667
"floating-leaved pondweed",0.0526315789473684,0.157650883821153
"hardhack",0.105263157894737,0.458831467741124
"horehound",0.105263157894737,0.315301767642306
"jointed rush",0.0263157894736842,0.114707866935281
"marsh cinquefoil",15.7368421052632,32.8766078698706
"marsh speedwell",0.105263157894737,0.458831467741124
"nodding beggarticks",0.105263157894737,0.458831467741124
"persicaria",0.157894736842105,0.501459857121279
"pigmyweed",0.0526315789473684,0.157650883821153
"pointed broom sedge",0.736842105263158,2.2995677193565
"pointed rush",1.57894736842105,4.10034943597202
"pond water-starwort",0.605263157894737,1.11279112755595
"purple loosestrife",0.763157894736842,1.6190568332334
"reed canarygrass",18.8421052631579,30.678010868979
"rice cutgrass",0.105263157894737,0.458831467741124
"small bedstraw",1.57894736842105,3.4651565536813
"small spike-rush",0.131578947368421,0.326688148237475
"spreading rush",0.0526315789473684,0.229415733870562
"swamp horsetail",2.44736842105263,4.02731898980128
"three-parted beggarticks",1.57894736842105,5.19952764386326
"unknown lichen",0.0526315789473684,0.157650883821153
"unknown moss 1",0.289473684210526,1.14644122630867
"unknown moss 2",0.157894736842105,0.688247201611685
"unknown moss 3",0.0263157894736842,0.114707866935281
"water-plantain",0.0789473684210526,0.25072992856064
"water mudwort",0.0263157894736842,0.114707866935281
"western lilaeopsis",0.0263157894736842,0.114707866935281
"wool-grass",5.78947368421053,18.8755542887514
"yellow iris",0.842105263157895,2.79410406818709
