"","PC_mean","PC_sd"
"Baltic rush ",57.5,24.1679727964699
"coast silverweed",1.875,2.71464881371756
"common spike-rush",0.166666666666667,0.577350269189626
"creeping bentgrass",0.583333333333333,1.16450015288132
"Douglas' aster",0.0416666666666667,0.144337567297406
"horehound",0.416666666666667,1.44337567297406
"Lyngbye's sedge ",31.25,18.7234660738385
"purple loosestrife",0.458333333333333,0.782139644975515
"reed canarygrass",0.166666666666667,0.577350269189626
"western lilaeopsis",0.166666666666667,0.246182981958665
"yellow iris",0.75,2.59807621135332
