"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","sd.simpson.","mean.shannon.","sd.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",89.375,36.2804059671727,9.9,6.5,0.377128624662227,0.166522963001956,0.831897193611332,0.350257083005972,0.646165494761775,0.208180473193484,0.293343402073219,0.224629186681718,0.0437369607706701,0.0457078907001228,0.0167541423943359,0.0279295953203163
