"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","sd.simpson.","mean.shannon.","sd.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",90.5,23.3345237791561,3,1.6,0.0349971861818892,0.0833916697950579,0.0694960818584293,0.145850366857951,0.956601028157924,0.0408954990740449,0.00308641344681013,0.00438027320554411,0.0403125583952658,0.0413083781952707,0,0
