"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",113.222222222222,39.6166268652823,10.1333333333333,5.73333333333333,0.497625516262442,0.973203998327225,0.622976867971147,0.167883911477283,0.149629757992287,0.144196736468947,0.0860738001828079,0.167883911477283,0.0431661938300255,0.0520026171893797
