"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","sd.simpson.","mean.shannon.","sd.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",138.739130434783,26.1102860109406,9.28,5.12,0.484051496388174,0.227209132334964,0.946259269419699,0.463134710733635,0.481961776100192,0.245949666405666,0.166447676248424,0.124184270022691,0.33828832312356,0.291491093696011,0.0125459632739357,0.0306082689690157
