"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",97.0909090909091,20.5586480260257,10.4,6.26666666666667,0.550230931753379,1.15772827901769,0.777308502488011,0.157128689367508,0.111679125279468,0.104278593583801,0.0770827773607909,0.157128689367508,0.0348656459041665,0.0400268305983334
