"","x"
"1","soft-stemmed bulrush"
"2","Lyngbye's sedge "
"3","water mudwort"
"4","creeping bentgrass"
"5","Douglas' aster"
"6","Baltic rush"
"7","purple loosestrife"
"8","Baltic rush "
"9","common spike-rush"
"10","tall fescue"
"11","reed canarygrass "
"12","water plantain"
"13","water-parsnip"
"14","spreading rush"
"15","pigmyweed"
"16","broad-leaved arrowhead"
