"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",83.8,27.6893481324498,7.33333333333333,3.33333333333333,0.225327467040886,0.451253725222795,0.671689658947913,0.306810964309107,0.298270715921569,0.280474424402185,0.0192903457394225,0.0260878635471616,0.00912422912638164,0.0156852333068231
