"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",112.793103448276,39.8061187959346,8.32,4.72,0.483877984635988,0.922392936239723,0.580447282728908,0.280337597738933,0.348529565226796,0.274310064747204,0.127952544938208,0.280337597738933,0.0236165227051692,0.0403960358966786
