"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","sd.simpson.","mean.shannon.","sd.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",193.2,59.3354868523045,4.1,2.55,0.471560376875526,0.354770748454915,0.500088404432561,0.496092350987351,0.477572287753207,0.416730912160542,0.0500122452026828,0.191062256882514,0.443771921518339,0.424131659778064,0.0144677803566293,0.0389141740953561
