"","PC_mean","PC_sd"
"annual bluegrass",0.3,0.591607978309962
"black cottonwood",0.0333333333333333,0.129099444873581
"blue water speedwell ",0.2,0.560611910581388
"bog loosestrife",0.0666666666666667,0.258198889747161
"coastal pearlwort",0.733333333333333,1.30748759440532
"colonial bentgrass",5.4,5.42217668469038
"common dandelion",0.266666666666667,0.593616839704664
"common plantain",2.23333333333333,3.8352997026991
"common rush",0.533333333333333,1.12546286774228
"common sow-thistle ",0.0666666666666667,0.258198889747161
"common St. John's-wort ",0.7,2.57598802126762
"creeping buttercup",0.633333333333333,1.8367932719306
"field bindweed ",0.133333333333333,0.516397779494322
"fine fescue",0.266666666666667,0.776132045711909
"horehound",0.0333333333333333,0.129099444873581
"jointed rush",5.86666666666667,5.39664798961444
"large barnyard-grass ",0.0666666666666667,0.258198889747161
"lilaeopsis",0.1,0.280305955290694
"little western bitter-cress",0.333333333333333,0.617213399848368
"Lyngbye's sedge",0.133333333333333,0.516397779494322
"nipplewort",0.0666666666666667,0.258198889747161
"persicaria",0.4,1.2983506020002
"purple-leaved willowherb",0.2,0.414039335605413
"purple loosestrife",0.233333333333333,0.562731433871138
"reed canarygrass",0.0666666666666667,0.258198889747161
"ribwort plantain",2,2.8784916685157
"riprap",23.6666666666667,26.9567554922076
"self-heal",1.5,1.42678459681701
"slender rush",2.33333333333333,4.13463881073524
"small bedstraw",0.3,0.797316929278619
"smooth cat's-ear",0.0666666666666667,0.258198889747161
"spring moss",1.93333333333333,3.36402536653139
"stalked birds-foot trefoil ",4.4,10.4183903335812
"tall fescue",0.933333333333333,1.79151438998513
"thyme-leaved speedwell",0.466666666666667,1.06009882737862
"traveler's joy",0.266666666666667,0.416904693916396
"western dock",0.133333333333333,0.351865775274498
"western lilaeopsis",0.2,0.316227766016838
"western St. John's-wort",3.4,2.29284601688444
"white clover",5.56666666666667,12.0784144339435
"woolgrass",1.46666666666667,3.88893424009837
"yellow iris",0.533333333333333,1.24594580635795
