"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",63,0,8.33333333333333,3.83333333333333,0.560148027344491,0.76937033244542,0.329608373936701,0.342848041255123,0.467907202949424,0.396623141386382,0.173552086960523,0.404983735924008,0.0289323361533519,0.0502996091961712
