"","PC_mean","PC_sd"
"common cattail",1.26315789473684,4.62892002359031
"creeping bentgrass",1.23684210526316,3.80193087293458
"lesser cattail",52.1052631578947,31.4605480224256
"Lyngby's sedge",7.10526315789474,21.2835218912089
"Lyngbye's sedge",0.631578947368421,2.75298880644674
"purple loosestrife",0.631578947368421,1.46099381380504
"soft-stemmed bulrush",6.47368421052632,20.3479958637826
"water-plantain ",0.315789473684211,0.945905302926917
"water-purslane",0.105263157894737,0.458831467741124
"yellow iris",1.05263157894737,3.34121874322207
