"","x"
"1","Lyngbye's sedge "
"2","colonial bentgrass"
"3","pond-water starwort"
"4","soft-stemmed bulrush "
"5","water-plantain"
"6","broad-leaved arrowhead"
"7","reed canarygrass"
"8","purple loosestrife"
"9","horehound"
"10","Baltic rush "
"11","western lilaeopsis"
"12","nodding beggarticks"
"13","purple-leaved willowherb"
"14","rice cutgrass"
"15","common spike-rush"
"16","field mint"
"17","swamp horsetail"
"18","small-flowered bulrush"
