"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",106.444444444444,19.0979586904934,4.72,3.08,0.24386524120497,0.46154293650593,0.900058945779437,0.163136366858422,0.0304790611012706,0.0735650871759394,0.0677102082302526,0.163136366858422,0.0036589794399125,0.00889581796567677
