"","PC_mean","PC_sd"
"American bulrush ",0.428571428571429,0.786795792469443
"Baltic rush ",57.1428571428571,39.4606494769518
"birds-foot trefoil",2.14285714285714,5.66946709513841
"bractless hedge-hyssop",0.142857142857143,0.377964473009227
"Canada thistle ",1.07142857142857,1.78951975467748
"coast silverweed",7.78571428571429,6.21729538503375
"colonial bentgrass ",2,3.60555127546399
"common horsetail",0.285714285714286,0.487950036474267
"common spike-rush",0.285714285714286,0.487950036474267
"Douglas' aster",1.57142857142857,3.04724700110022
"Himalayan blackberry ",0.285714285714286,0.755928946018454
"horehound",4.64285714285714,8.07627330370824
"low clubrush",0.0714285714285714,0.188982236504614
"Lyngbye's sedge ",7,14.6628782986152
"pigmyweed",0.0714285714285714,0.188982236504614
"pointed rush",0.285714285714286,0.755928946018454
"prickly lettuce",0.142857142857143,0.243975018237133
"purple loosestrife",2.14285714285714,2.26778683805536
"reed canarygrass",3.71428571428571,6.5501726622099
"rice cutgrass",0.142857142857143,0.377964473009227
"swamp horsetail",0.0714285714285714,0.188982236504614
"tall fescue",0.857142857142857,2.26778683805536
"tufted vetch",0.857142857142857,2.26778683805536
"western lilaeopsis",0.142857142857143,0.243975018237133
