"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","sd.simpson.","mean.shannon.","sd.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",97.3913043478261,30.1130281838802,8.7,5.23333333333333,0.419656153130359,0.237517516684963,0.836758406213692,0.451858840587076,0.614800559261405,0.310112275598486,0.121766022670917,0.117216990715359,0.226108247161008,0.327297465484575,0.0333015084336868,0.0805760268337295
