"","x"
"1","Lyngbye's sedge "
"2","reed canarygrass"
"3","rice cutgrass"
"4","pond water-starwort"
"5","water mudwort"
"6","colonial bentgrass"
"7","common watercress"
"8","European forget-me-not "
"9","common spike-rush"
"10","pigmyweed"
"11","purple loosestrife"
"12","water-plantain"
"13","swamp horsetail"
"14","purple-leaved willowherb"
"15","persicaria"
"16","common rush"
"17","narrow-leaved bur-reed"
"18","western lilaeopsis"
"19","nodding beggarticks"
"20","little western bitter-cress"
