"","PC_mean","PC_sd"
"Baltic rush",6.6,23.6637154430877
"Baltic rush ",7.6,17.4224813715744
"broad-leaved arrowhead",0.0666666666666667,0.258198889747161
"common spike-rush",2.4,4.40454310910905
"creeping bentgrass",1.16666666666667,3.86221007541882
"Douglas' aster",1.46666666666667,5.15290024669418
"Lyngbye's sedge ",63.4,29.899354985876
"pigmyweed",0.0333333333333333,0.129099444873581
"pointed rush",5.5,7.32168989080682
"purple loosestrife",2,3.3166247903554
"reed canarygrass ",2.33333333333333,9.03696114115064
"soft-stemmed bulrush",2.2,2.54109087935533
"spreading rush",0.133333333333333,0.516397779494322
"tall fescue",0.133333333333333,0.516397779494322
"water-parsnip",0.0666666666666667,0.258198889747161
"water mudwort",0.833333333333333,1.98805959477601
"water plantain",0.0666666666666667,0.258198889747161
