"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","sd.simpson.","mean.shannon.","sd.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",68.2,40.3819266504212,7.25,4.41666666666667,0.262529203043552,0.249383038529436,0.533125983804377,0.441558308838608,0.673537236050714,0.152571531801664,0.318206603017347,0.147315591999879,0.00398162385665095,0.00777161228439915,0.00317460317460318,0.0109971479845643
