"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",108,45.4092501589709,7.3,4,0.328259160996917,0.654447937764932,0.677584874440793,0.294222633448023,0.570614350113808,0.360471136461152,0.0908012123518128,0.140353630963408,0.0854381645548159,0.13826426327037
