"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","sd.simpson.","mean.shannon.","sd.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",200,NA,7.375,4.375,0.245779297102687,0.292723596366677,0.517420572830127,0.592885050272826,0.730966416562461,0.231925688140841,0.189337688485828,0.167161943698533,0.0752610182342259,0.201903989561642,0.00685690860073093,0.0101106802803382
