"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","sd.simpson.","mean.shannon.","sd.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",81.0769230769231,25.0847282174551,9.85714285714286,6.14285714285714,0.500332811618119,0.188775427794095,1.02309351694053,0.392086015729577,0.639645704804317,0.236705617484201,0.121875874648794,0.127248855903003,0.198621028902779,0.283986874260468,0.0228117345986253,0.0373758598457374
