"","x"
"1","common plantain"
"2","ribwort plantain"
"3","white clover"
"4","reed canarygrass"
"5","common dandelion"
"6","slender rush"
"7","exotic turf grasses"
"8","purple-leaved willowherb"
"9","creeping buttercup"
"10","slough sedge"
"11","blue water speedwell"
"12","purple loosestrife"
"13","common rush"
"14","birds-foot trefoil"
"15","tufted vetch"
"16","awl-fruited sedge"
"17","common sow-thistle"
"18","Himalayan blackberry "
"19","orchard-grass"
"20","mannagrass"
"21","swamp horsetail"
