"","PC_mean","PC_sd"
"Baltic rush",0.785714285714286,2.22498302253061
"Bare ground",4.28571428571429,11.5786844704368
"birds-foot trefoil",0.357142857142857,1.33630620956212
"broad-leaved arrowhead",0.0357142857142857,0.133630620956212
"colonial bentgrass",0.464285714285714,0.929521914217728
"common beggarticks",0.0357142857142857,0.133630620956212
"common cattail",5.92857142857143,11.565627361442
"common rush",0.928571428571429,2.4326081512612
"common silverweed",1.5,2.53437900146701
"common spike-rush",1.03571428571429,1.98517859799416
"creeping loosestrife",0.214285714285714,0.578934223521839
"European forget-me-not",8.92857142857143,10.6226484146214
"field mint",0.285714285714286,1.0690449676497
"horehound",3.28571428571429,6.68440862614777
"hornwort",0.392857142857143,0.923591889322323
"jointed rush",1.78571428571429,4.20948693070548
"lesser spearwort",0.142857142857143,0.534522483824849
"Lyngbye’s sedge",25.3571428571429,31.3310049014051
"nodding beggarticks",0.678571428571429,1.3098317986136
"pigmyweed",0.214285714285714,0.377964473009227
"pointed rush",2.57142857142857,2.97978537467397
"pond water-starwort",0.0714285714285714,0.267261241912424
"purple-leaved willowherb",1.14285714285714,1.61040572322834
"purple loosestrife",4.42857142857143,4.55250202913461
"reed canarygrass ",2.92857142857143,5.62226734599931
"rice cutgrass",0.0714285714285714,0.267261241912424
"shining willow",0.5,1.87082869338697
"Sitka willow",2,7.48331477354788
"slough sedge",17.4285714285714,24.2351121173528
"small-flowered bulrush",0.714285714285714,2.67261241912424
"small bedstraw",5.89285714285714,7.93283965897112
"soft-stemmed bulrush",0.928571428571429,1.94003511920178
"springbank clover",0.0357142857142857,0.133630620956212
"swamp horsetail",0.0714285714285714,0.267261241912424
"water-parsnip",0.214285714285714,0.801783725737273
"water-pepper",3.21428571428571,12.0267558860591
"water-plantain",3.32142857142857,6.06251770134495
"water-purslane",0.214285714285714,0.578934223521839
"water mudwort",0.0714285714285714,0.181568259800641
"western lilaeopsis",0.107142857142857,0.28946711176092
"western St. John's-wort",0.0357142857142857,0.133630620956212
"wool-grass",0.142857142857143,0.534522483824849
"yellow iris",4.85714285714286,10.0142755247554
