"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","sd.simpson.","mean.shannon.","sd.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",109.666666666667,39.1851906549741,10.7142857142857,6.5,0.476901559142407,0.209880440732557,1.00368163034244,0.429823149917861,0.667908824342876,0.171065995658307,0.161431272639779,0.137001998445553,0.111566378500676,0.0993381950803042,0.0721022555292888,0.101636410691296
