"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","sd.simpson.","mean.shannon.","sd.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",69.1666666666667,24.9210875778046,11.1428571428571,7.14285714285714,0.489432470352301,0.187137230885604,1.02615132857918,0.36924385836198,0.73829388716937,0.0945876514143231,0.0711995142603666,0.0711305746835467,0.0979846391945189,0.0729579802839439,0.0925219593757444,0.0461281666312175
