"","lyngbyeHeight","lyngbyesd","mean.richness.","mean.richness.nat.","mean.simpson.","sd.simpson.","mean.shannon.","sd.shannon.","natives","nativesd","exotics","exoticsd","invasives","invasivesd","unknowns","unknownsd"
"1",157.333333333333,7.09459888459759,3.5,2.6,0.303577044564967,0.248938820073089,0.456724818987123,0.334766155045524,0.894822581757732,0.230131497322502,0.0171760907508505,0.0589274874481795,0.0729484246429438,0.230963408311961,0.015052902848474,0.028657426853588
