"","x"
"1","Lyngbye's sedge "
"2","Canada thistle "
"3","western lilaeopsis"
"4","western dock"
"5","perennial ryegrass"
"6","Baltic rush "
"7","coast silverweed"
"8","purple loosestrife"
"9","yellow iris"
"10","marshpepper smartweed"
