"","x"
"1","Lyngbye's sedge "
"2","soft-stemmed bulrush"
"3","creeping bentgrass"
"4","water-parsnip"
"5","nodding beggarticks"
"6","water-plantain"
"7","Yellow iris"
"8","Purple loostrife "
"9","creeping bentgrass "
"10","reed canarygrass"
"11","lady fern"
"12","purple-leaved willowherb"
"13","Douglas' aster"
"14","broad-leaved arrowhead"
