"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives","unknowns"
"1",NA,3.72727272727273,2.36363636363636,0.15375277462361,0.254198189755844,0.637237425904702,0.362762574095298,0,0
