"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives","unknowns"
"1",98.8333333333333,3.5,2,0.276025557924082,0.283640329287317,0.617232902529853,0.190082953642161,0.190052940424674,0.00263120340331226
