"","x"
"1","LYTHSAL"
"2","IRISPSE"
"3","LYSITER"
"4","LOTUCOR"
"5","JUNCEFF"
"6","LYCOEUR"
"7","MYOSSCO"
"8","GALITRI"
"9","MENTARV"
"10","POTEANS"
"11","IMPACAP"
"12","SYMPSUB"
"13","LILLOCC"
"14","JUNCART"
"15","LYSINUM"
"16","PHALARU"
"17","JUNCOXY"
"18","PERSSP"
"19","CALLSTA"
"20","SCIRMIC"
"21","CAREUTR"
"22","AGROSTO"
"23","UNKNOWN SEDGE"
"24","TYPHGLA"
"25","ALISTRI"
