"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives","unknowns"
"1",143.166666666667,5.55,3.55,0.245920355215809,0.464922730521884,0.757922067574897,0.0636388016864582,0.207059173731874,0.00762658278546718
