"","lyngbyHeight","mean.richness.","mean.richness.nat.","mean.simpson.","mean.shannon.","natives","exotics","invasives","unknowns"
"1",130.307692307692,2.78571428571429,2.5,0.239508480844006,0.380647596788807,0.962280355865326,0,0.0377196441346743,0
