"","PC_mean","PC_sd"
"AGROSTO",0.590909090909091,0.906040336248387
"ALISTRI",0.0181818181818182,0.0404519917477945
"CARELYN",72.6363636363636,24.2044323514216
"ELEOPAL",0.0909090909090909,0.301511344577764
"LILLOCC",0.181818181818182,0.603022689155527
"LYCOEUR",0.00909090909090909,0.0301511344577764
"LYTHSAL",0.00909090909090909,0.0301511344577764
"PERSSP",0.00909090909090909,0.0301511344577764
"PHALARU",0.00909090909090909,0.0301511344577764
"POTEANS",0.00909090909090909,0.0301511344577764
